Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
291,SIA/HR/MIS/68309/2021,SEIAA/HR/2021/435,"Development of Industrial Model Township (Phase-V) at Village- Lakhnoula, Naharpur Kasan, Tehsil- Manesar, Gurgaon, Haryana by Haryana State Industrial and Infrastructure Development Corporation Limited (HSIIDC)",HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,
294,SIA/HR/MIS/99145/2019,"SEIAA/HR/19/128

Hard copy to be submitted",Commerical Colony,ACTION CONSTRUCTWELL PVT LTD,Delisted,EC,
295,SIA/HR/MIS/33775/2011,SEIAA/HR/19/101. TOR was granted by SEIAA in 117th,"Expansion of Group Housing Project Measuring 13.344 Acres at Village- Badshahpur, Sector-67, Gurgaon, Haryana",M/S CONSOLIDATE REALTORS PVT. LTD.,EC Granted,EC,
296,SIA/HR/MIS/54497/2020,SEIAA/HR/2020/269,Expansion with Modernization of Group Housing Colony,GODREJ HIGHVIEW LLP,EC Granted,EC,
297,SIA/HR/MIS/225771/2021,File. No. SEIAA /HR/2021/489,"Proposed ""Affordable Group Housing Colony"" at village-Tikampur, Sector-103, Gurugram, Haryana by M/s Care Realtech Pvt Ltd in collaboration with HCBS developments Ltd.",M/S CARE REALTECH PVT LTD IN COLLABORATION WITH HCBS DEVELOPMENTS LTD.,EC Granted,EC,
298,SIA/HR/MIS/61220/2021,SEIAA/HR/2021/375,"Expansion cum Modification of Group Housing Project at Village- Palra, Sector- 70A, Gurgaon M/s Haamid Real Estate Pvt. Ltd.",M/S HAAMID REAL ESTATE PVT. LTD.,EC Granted,EC,
299,SIA/HR/MIS/69919/2021,SEIAA/HR/2021/460,"Proposed Group Housing Project at village- Wazirpur Sector-92 & 95, Gurugram, Haryana by M/s N.A Buildwell Pvt. Ltd. C/o M/s Raheja Developers Pvt. Ltd. And M/s Saan Procon Pvt. Ltd",M/S NA BUILDWELL PVT. LTD. C/O M/S RAHEJA DEVELOPERS PVT. LTD. AND M/S SAAN PROCON PVT. LTD,EC Granted,EC,
300,SIA/HR/MIS/66789/2020,SEIAA/HR/2021/468,proposed Common Effluent Treatment Plant (CETP) of 6 MLD (3 MLD at Phase-I and 3 MLD at Phase-II) capacity based on extended aeration system,"HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED (HSIIDC),",EC Granted,EC,
301,SIA/HR/NCP/55360/2016,SEIAA/HR/16/289 dated 14.09.2016,"Proposed Affordable Group Housing Scheme Measuring 5.6534 Acres
in Sector 32-A Karnal Haryana",JD UNIVERSAL INFRA LTD AEGIS VALUE HOMES LTD,EC Granted,EC,
302,SIA/HR/MIS/HR/MIS/189290/2020,SEIAA/HR/VIO/19/23 hard copy to be submitted,Institutional “Office Building”,FOCUS ENERGY LTD,Rejection Letter Granted,EC,
303,SIA/HR/MIS/97464/2019,"SEIAA/HR/19/135

Hard copy to be submitted",“Modern Bus Terminal” by M/s. Pacific Retail Centers (I) Pvt. Ltd.,M/S PACIFIC RETAIL CENTERS (I) PVT. LTD.,EC Granted,EC,
307,SIA/HR/MIS/32275/2015,SEIAA/HR/15/226 dated 06.11.2015,"Proposed group Housing Project at Village Badshahpur, Sector-65,Gurgaon Haryana",AMAR NATH ICHHPUJANI,EC Granted - Processed offline,EC,
309,SIA/HR/MIS/68105/2021,SEIAA/HR/2022/139,"ENVIRONMENT CLEARANCE FOR PROPOSED GROUP HOUSING PROJECT (25.087 ACRES), VILLAGE MAIDAWAS, SECTOR-63, GURUGRAM, HARYANA",M/S DLF HOME DEVELOPERS LIMITED,EC Granted,EC,
310,SIA/HR/INFRA2/402255/2022,,"PROPOSED LOGISTIC PARK ON 23/5, MILESTONE, DELHI- MATHURA ROAD, BALLABHGARH, FARIDABAD, HARYANA-1211004 BY M/S APEEJAY GLOBAL INDUSTRIALAND LOGISTICSPARK LTD.",APEEJAY GLOBAL INDUSTRIAL AND LOGISTIC PARK,Pending at PP due to eds,EC,
311,SIA/HR/NCP/53236/2016,,"Expansion & Modernization (by Combining two EC cleared Commercial Complex Development Projects (3.2312 Acres + 3.462 Acres = 6.6932 Acres) of Commercial Complex Development Project  – (Under Clause 7 (ii) of EIA Notification 2006), Sector-65, Village",ARNON BUILDERS AND REALTOR LIMITED,EC Granted - Processed offline,EC,
312,SIA/HR/MIS/74939/2018,SEIAA/HR/2022/165,"Modification & Expansion of Group Housing Scheme (19.244 acres) Under Mixed Landuse at Sector-53, Gurugram-Manesar Urban Complex, Dist. Gurugram, Haryana by Vipul Limited",VIPUL LIMITED,EC Granted,EC,
313,SIA/HR/INFRA2/430529/2023,SEIAA/HR/2022/245,Commercial Colony,VICTORY INFRAEDGE PRIVATE LIMITED,Deferred by SEAC,EC,
314,SIA/HR/NCP/93223/2019,"SEIAA/HR/19/31

Hard copy to be submitted",Expansion of Affordable Group Housing Colony by M/s Nani Resort  & Floriculture Pvt. Ltd,MS NANI RESORT AND FLORICULTURE PVT LTD,EC Granted - Processed offline,EC,
315,SIA/HR/MIS/129455/2019,,"Proposed Warehouse Building for Non Agro Produce (Logistic) at village Sanpka, tehsil- Farrukhnagar, District-Gurugram, Haryana by M/s Sunsat Warehousing Pvt. Ltd. & Sh. Satpal Singh",M/S SUNSAT WAREHOUSING PVT. LTD. & SH. SATPAL SINGH,WithdrawEC,EC,
316,SIA/HR/MIS/148104/2020,,"Expansion Project namely "" Amravati Enclave Expansion Project"" at NH-22, Village- Bhagwanpur, Islamnagar and Chandi Mandir, Panchkula, Haryana by M/s Amarnath Aggarwal Investment (P) Ltd.",AMAR NATH AGGARWAL INVESTMENT PRIVATE LIMITED,Delisted,EC,
317,SIA/HR/NCP/25690/2018,SEIAA/HR/2022/117,Global City Project in Haryana under DMIC Project,DMIC HARYANA GLOBAL CITY PROJECT LIMITED,EC Granted,EC,
318,SIA/HR/MIN/18823/2016,SEIAA/HR/MIN/16/156 dated 11.05.2016,Stone Along with associated minor mineral at Kalyana Plot 2 Village KAlyana district Bhiwani,MS SBIPL PROJECTS LTD,EC Granted,EC,
319,SIA/HR/MIS/226633/2021,SEIAA/HR/2021/252,Expansion of Commercial Office Complex “Signature Tower -III”,UNITECH LIMITED,EC Granted,EC,
321,SIA/HR/MIS/31315/2019,,,ELAN LIMITED,Delisted,EC,
322,SIA/HR/NCP/59855/2016,File no. SEIAA/HR/16/301 dated 27.10.2016.,Commercial Colony,VICTORY INFRAEDGE PRIVATE LIMITED,EC Granted - Processed offline,EC,
323,SIA/HR/THE/64259/2019,SEIAA/HR/19/260,Proposed 28 MW Cogen power plant,PANIPAT COOPERATIVE SUGAR MILLS LIMITED,Delisted,EC,
324,SIA/HR/INFRA2/424113/2023,SEIAA/HR/2023/336,Proposed Residential Accommodation Type- II & Type – III Quarters for Income Tax Department,Central Public Works Department,Deferred by SEAC,EC,
325,SIA/HR/MIN/431680/2023,SEIAA/HR/2023/315,"Proposed Sand Mining project at Village Nabiabad and Jabti Chhapra, Tehsil & District: Karnal, State : Haryana (Mining lease area:  61.89 ha ), with Production capacity 1881000 TPA by M/s Darsh Minerals Private Limited through Gurpreet Singh Sabharwal",DARSH MINERALS PRIVATE LIMITED,Agenda Uploaded by SEAC,EC,
326,SIA/HR/MIS/72464/2022,SEIAA/HR/2022/143,"Affordable Group Housing Colony Project at Revenue estate of Village Harsaru, Sector-88A, Gurugram, Haryana",M/S YOHAAN BUILDCON LLP,EC Granted,EC,
327,SIA/HR/MIN/33605/2015,,Mining & Manufacturing Of Bricks by G.C. Brick Company,G C BRICKS COMPANY,Delisted,EC,
328,SIA/HR/MIS/239980/2021,SEIAA/HR/2021/495,"Expansion of Industrial Building on Plot No.31, Sector-18, Urban Estate Gurgaon, Haryana",M/S SMART CREATIVE BUILDWELL LLP,EC Granted,EC,
329,SIA/HR/MIN/71697/2017,SEIAA/HR/MIN/18/175 dated 01.02.2018,"Aswari Masonry Stone Mining Project, Khasra No 143",SH DATA RAM,EC Granted - Processed offline,EC,
330,SIA/HR/MIS/183360/2020,SEIAA/HR/2020/354,Warehouse/Industrial Storage/ Logistics/Assembling Park by ILP3 India 8 Private Limited,ILP 3 INDIA 8 PRIVATE LIMITED,EC Granted,EC,
331,SIA/HR/NCP/60461/2016,File no. SEIAA/HR/16/310 dated 23.12.2016.,Affordable Group Housing Project (sec-95A) by M/s Forever Buildtech (P) Ltd.,M/S FOREVER BUILDTECH PRIVATE LIMITED,EC Granted - Processed offline,EC,
332,SIA/HR/NCP/75871/2018,,"Development of Residential Colony (6.125 acres) under Deen Dayal Jan Awas Yojna (DDJAY), at village Mohammadpur Gujar, Sector 35, Sohna, Dist. Gurugram, Haryana",FAITH BUILDTECH PVT LTD,Delisted,EC,
333,SIA/HR/MIS/150547/2020,SEIAA/HR/2020/278 hard copy to be submitted,Expansion of Corporate Office Building,M/S HYUNDAI MOTOR INDIA LTD.,EC Granted,EC,
334,SIA/HR/MIS/100540/2019,"SEIAA/HR/19/130

Hard copy to be submitted",Affordable Group Housing Colony,SARVPRIYA SECURITIES PRIVATE LIMITED,EC Granted - Processed offline,EC,
337,SIA/HR/NCP/1349/2014,,"EC for Group Housing colony located at village Nangli Umarpur, Sector -62, Gurgaon , Haryana",EMAAR MGF LAND LTD,Delisted,EC,
338,SIA/HR/INFRA2/401472/2022,SEIAA/HR/2022/251,"Proposed Integrated Residential Plotted Development project in the revenue estate of Village Islam Nagar, Sector-3,4, & 4-A, Pinjore Kalka Urban Complex, District- Panchkula, Haryana being developed by M/s Trident Hills Pvt. Ltd. and others (Formerly Known as M/s IREO Fiveriver Pvt Ltd)",TRIDENT HILLS PRIVATE LTD,EC Granted,EC,
339,SIA/HR/INFRA2/401340/2022,SEIAA/HR/2022/250,"Proposed Integrated Residential Plotted Development project  in the revenue estate of Village Islam Nagar, Sector-3,4, & 4-A, Pinjore Kalka Urban Complex, District- Panchkula, Haryana being developed by M/s Trident Hills Pvt. Ltd. and others (Formerly Known as M/s IREO Fiveriver Pvt Ltd )",TRIDENT HILLS PRIVATE LTD,EC Granted,EC,
341,SIA/HR/MIS/260906/2022,SEIAA/HR/2022/135,"Revision & Expansion of Affordable Group Housing Colony “Amolik Sankalp” located in Revenue estate of Village Kheri Khalan, Sector-85, Distt. Faridabad, Haryana",AMOLIK RESIDENCY LLP,EC Granted,EC,
343,SIA/HR/INFRA2/426679/2023,,"Remediation and Reclamation of Existing Dumpsite and construction, operation and maintenance of Sanitary Landfill at Village Khurana Kaithal Dumpsite (“Sanitary Landfill Site”)",M/S PATHEYA,WithdrawEC,EC,
345,SIA/HR/NCP/25728/2018,SEIAA/HR/18/ 406 dated 23.04.2018.,,ELDECO INFRASTRUCTURE AND PROPERTIES LIMITED,EC Granted - Processed offline,EC,
346,SIA/HR/MIS/216487/2021,FIle No. SEIAA/HR/2021/429 has been assigned. Hard,Commercial Colony at Village Nangli Umarpur Sector 62 Gurugram Haryana by JMD Ltd,JMD LIMITED,Under examination of SEIAA after SEAC,EC,
347,SIA/HR/MIS/105541/2019,SEIAA/HR/19/151 hard copy to be submitted,Group Housing Colony in the revenue estate of village Badshahpur Sector 69 Gurugram Manesar Urban Complex District Gurugram Haryana developed by Tulip Infratech Pvt Ltd,TULIP INFRATECH PRIVATE LIMITED,EC Granted,EC,
349,SIA/HR/MIS/282187/2022,SEIAA/HR/2022/232,"Proposed Commercial Cum Multiplex on DMRC Ltd. PD Plot at Sector-20B, Faridabad, Haryana by M/s Pacific Development Corporation Ltd.",PACIFIC DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,
350,SIA/HR/NCP/59008/2016,,Affordable housing project by Deluris Buildtech India Pvt Ltd,DELURISE BUILDTECH INDIA PVT LTD,Delisted,EC,
351,SIA/HR/NCP/75176/2018,SEIAA/HR/18/ 420 dated 04.06.2018. Please submit t,Expansion of Group Housing Project Lakeview Apartments,ZION PROMOTERS AND DEVELOPERS PVT. LTD.,EC Granted - Processed offline,EC,
352,SIA/HR/NCP/35845/2015,File no. SEIAA/HR/16/256 dated 02.02.2016. Please,"Group Housing Colony, Sec-20, Vill. Khera & Bhatauli, Yamuna Nagar, Haryana",GROUP HOUSING COLONY BY PANDIT LAND INFRASTRUCTURE PVT LTD,Delisted,EC,
354,SIA/HR/MIN/17135/2016,"File No- SEIAA/HR/MIN/16/142
Dated-27/09/2016",Gumthala South Block/YNR B17,MS ELITE MINING CORPORATION,EC Granted,EC,
355,SIA/HR/MIS/125813/2019,SEIAA/HR/19/244 hard copy to be submitted,"Proposed Affordable Group Housing Colony at Village-Badshahpur, Sector- 70, Gurugram, Haryana by M/s Pyramid Dream Homes LLP.",M/S PYRAMID DREAM HOMES LLP,EC Granted,EC,
356,SIA/HR/MIS/31334/2019,,,FAITH BUILDTECH PVT LTD,Delisted,EC,
357,SIA/HR/MIS/261584/2022,SEIAA/HR/2022/131,Proposed Affordable Residential Plotted Colony under DDJAY scheme,MAGIC EYE DEVELOPERS PRIVATE LIMITED,For further consideration(SEIAA),EC,
359,SIA/HR/NCP/59007/2016,SEIAA/HR/16/292 dated 14.09.2016,Group Housing Residential Project,ESSEL REALITY PRIVATE LIMITED,EC Granted - Processed offline,EC,
360,SIA/HR/MIS/218218/2021,SEIAA/HR/2021/438,"Affordable Residential Plotted Colony Project under DDJAY at Village-Nakhrola, Sector-81, Gurugram, Haryana",M/S STERNAL BUILDCON PVT LTD,EC Granted,EC,
361,SIA/HR/MIS/124845/2019,SEIAA/HR/2020/253 hard copy to be submitted,"Proposed Commercial Colony, in the Revenue, Dhulnela, Sector-34, Sohna, Distt.- Gurugram",M/S NAVI ESTATES LLP,EC Granted,EC,
362,SIA/HR/MIS/263668/2022,SEIAA/HR/2022/146,"Expansion of Non agro Warehouse (Logistic) Project at Village – Luhari, Tehsil and District - Jhajjar, Haryana",VIJAY KUMAR,EC Granted,EC,
363,SIA/HR/INFRA2/427293/2023,SEIAA/HR/2023/337,"Expansion cum Modification of IT Park/ Cyber Park named as “AIPL AUTOGRAPH” at Sector-66, Village- Maidawas, Gurugram by M/s Advance India Projects Limited",ADVANCE INDIA PROJECTS LIMITED,Deferred by SEAC,EC,
364,SIA/HR/NCP/5156/2015,,IA/HR/MIS/27435/2015,MALIBU ESTATE PVT. LTD.,Pending at PP due to eds,EC,
365,SIA/HR/MIS/61593/2021,SEIAA/HR/19/38,"PROPOSED DEVELOPMENT OF INTEGRATED RESIDENTIAL TOWNSHIP IN THE NAME OF ARDEE CITY (133.40 ACRES ALREADY DEVELOPED + 71.458 ACRES PROPOSED) AT SECTOR 52 AND SECTOR 57, GURUGRAM",M/S  ARDEE INFRASTRUCTURE PVT. LTD.,EC Granted,EC,
366,SIA/HR/MIS/225850/2021,file No. SEIAA/HR/2021/456 has been assigned hard,Expansion of Affordable  Group Housing Colony Project by M/s Ramprastha Sare Land Holding Company One Pvt. Ltd. & Others in collaboration with Signature Global (India) Pvt. Ltd.,M/S RAMPRASTHA SARE LAND HOLDING COMPANY ONE PVT. LTD. & OTHERS IN COLLABORATION WITH SIGNATURE GLOBAL (INDIA) PVT. LTD.,EC Granted,EC,
367,SIA/HR/NCP/31087/2018,,"Proposed Mixed Land Use colony under TOD Policy on land measuring 13.23 acres in Sector-113, Gurgaon Manesar Urban Complex, Gurgaon, Haryana",M/S UNION BUILDMART PVT. LTD,Delisted,EC,
368,SIA/HR/MIS/283695/2022,SEIAA/HR/2022/225,Commercial Colony in Sector-89 Gurugram,RECEPTIVE BUILDWELL LLP,EC Granted,EC,
369,SIA/HR/IND2/19850/2015,SEIAA/HR/15/211 dated 22.09.2015,installation of mounded storage vessels by BPCL,BHARAT PETROLEUM CORPORATION LIMITED,EC Granted,EC,
371,SIA/HR/INFRA2/420507/2023,SEIAA/HR/2023/296,"Expansion cum Revision of Proposed Affordable Residential Plotted Colony under DDJAY Policy on Land Measuring 57.4 acres (2,32,289.559 sqm) in the revenue estate of Village Hayatpur, Sector 89, Gurgaon, Haryana",M/S ADHIKAANSH REALTORS PRIVATE LIMITED,EC Granted,EC,
372,SIA/HR/NCP/56770/2016,SEIAA/HR/16/282 dated 08.07.2016. Please submit th,Multilevel Car Parking at Sector 29 Gurgaon,INTERNATIONAL INFRABUID PRIVATE LIMITED,EC Granted,EC,
373,SIA/HR/MIS/121102/2019,SEIAA/HR/2020/291 Please submit hard copy along wi,"Proposed Multilevel Car Parking & Retail project at Kaman Sarai, Adarsh Nagar, Sector-12, Ward 18, Gurugram, Haryana by Municipal Corporation Gurugram",GURUGRAM MUNICIPAL CORPORATION,EC Granted,EC,
374,SIA/HR/IND2/173278/2020,SEIAA/HR/2020/320 hard copy to be submitted,"Proposed API Bulk Drugs Manufacturing Plant (74 TPM) at Village Mauli, Sub Tehsil Barwala, Tehsil & District Panchkula (Haryana) by Banstag Lifesciences Private Limited",BANSTAG LIFESCIENCES PRIVATE LIMITED,EC Granted,EC,
375,SIA/HR/NCP/74224/2018,,"Proposed Commercial Complex “JMD The Regent” at village  Nangli Umarpur, Sector 62, Gurugram, Haryana",JMD LIMITED,Delisted,EC,
378,SIA/HR/NCP/75924/2018,SEIAA/HR/18/ 447 dated 25.07.2018.,Affordable Plotted Colony Project,FIDATO BUILDCON PVT LTD,Delisted,EC,
379,SIA/HR/NCP/75499/2018,SEIAA/HR/18/ 428 dated 05.07.2018,"Revision and Expansion of Group Housing Project at Sector 73, Village Behrampur, Gurgaon, Haryana",TODAY HOMES AND INFRASTRUCTURE PVT. LTD.,EC Granted - Processed offline,EC,
381,SIA/HR/MIN/11075/2015,File no. SEIAA/HR/MIN/16/150 dated 21.04.2016.,"Boulder, Gravel and Sand Mining with Production Capacity-2,40,000  Tons per Annum over an area of 15.00 Ha. in District Yamunanagar Haryana",M/S SAHARANPUR MINES MANAGEMENT SERVICES PVT. LTD.,EC Granted,EC,
382,SIA/HR/NCP/28642/2018,SEIAA/HR/VIO/18/06 dated 16.04.2018,Commercial Complex JMD,JMD LIMITED,For further consideration(SEIAA),EC,
383,SIA/HR/MIS/141384/2020,SEIAA/HR/2020/258,Expansion of Non-Agro Warehouse Project,"KULDEEP, DEEPAK AND OTHERS",EC Granted,EC,
384,SIA/HR/MIS/271568/2022,SEIAA/HR/2022/184,Proposed Max Super Speciality hospital,MAX HEALTHCARE INSTITUTE LIMITED,EC Granted,EC,
385,SIA/HR/MIS/76000/2018,"SEIAA/HR/19/38

Hard copy to be submitted",Expansion of Ardee City at Sec-52&Sec-57 Gurugram Haryana,ARDEE INFRASTRUCTURE PVT LTD,EC Granted,EC,
386,SIA/HR/NCP/75704/2018,SEIAA/HR/18/ 432 dated 06.07.2018,Affordable Group Housing Colony by Ms Renuka Traders Private Limited,RENUKA TRADERS PVT LTD,EC Granted - Processed offline,EC,
387,SIA/HR/INFRA2/415794/2023,SEIAA/HR/2022/258,Expansion and Revision of Residential Plotted Colony under Deen Dayal Jan Awas Yojna,M/S SIGNATURE INFRABUILD PRIVATE LIMITED,EC Granted,EC,
388,SIA/HR/MIN/56009/2018,SEIAA/HR/19/06 hard copy to be submitted,Dadam Stone along with Associated Minor Mineral Mining Project,M/S GOVARDHAN MINES & MINERALS,EC Granted,EC,
390,SIA/HR/NCP/75414/2018,SEIAA/HR/18/ 431 dated 05.07.2018,"Proposed head office of Spicejet at Plot no-114, Udyog Vihar-I by M/s Spicejet Ltd",SPICE JET,EC Granted - Processed offline,EC,
392,SIA/HR/MIS/116686/2019,SEIAA/HR/19/200 hard copy to be submit,Non-agro Warehouse Project (27.37 acres),LI INDUSTRIAL PARKS PRIVATE LIMITED,EC Granted - Processed offline,EC,
394,SIA/HR/MIN/431756/2023,SEIAA/HR/2023/314,"Proposed Sand Mining project at Villages Jarauli, Nabipur, Khirajpur and Mohamadpur, Tehsil: Karnal, District: Karnal, State : Haryana (Mining lease area:  76.90 ha ) by M/s Tripta projects and Infrastructure through Gurpreet Singh Sabharwal",MOHIT GOYAL,Agenda Uploaded by SEAC,EC,
396,SIA/HR/MIS/102817/2019,SEIAA/HR/19/139 hard copy to be submitted,Proposed Affordable Group Housing,PYRAMID INFRATECH PRIVATE LIMITED,EC Granted,EC,
397,SIA/HR/MIN/42950/2016,File no. SEIAA/HR/MIN/16/138 dated 18.02.2016.,"BOULDER, GRAVEL AND SAND MINING PROJECT having an area of 13.40Ha. with proposed production capacity of 6,03,000 MTPA  AT Village - Kiratpur, Tehsil - Kalka, District - Panchkula, State Haryana. Applicant:  M/s BARWALA ROYALTY COMPANY",M/S BARWALA ROYALTY COMPANY,EC Granted,EC,
399,SIA/HR/MIS/199240/2021,File No. SEIAA/HR/2021/410 has been assigned. Hard,"National Institute of Ayurveda, Panchkula (Haryana)","NATIONAL INSTITUTE OF AYURVEDA, MINISTRY OF AYUSH, GOVERNMENT OF INDIA",EC Granted,EC,
401,SIA/HR/MIS/201002/2021,SEIAA/HR/2021/376 hard copy to be submitted,"Expansion of Affordable Group Housing Colony Project (5.056 Acres) at Village - Hayatpur, Sector-89, Gurugrarn, Haryana",SIGNATURE INFRABUILD PRIVATE LTD,EC Granted,EC,
403,SIA/HR/MIN/30735/2015,Hard copy submitted on 23.10.2015. The file no. is,,HARI HAR MINING CIMPANY,EC Granted,EC,
404,SIA/HR/NCP/30923/2015,,,SARVPRIYA SECURITIES PVT LTD,Delisted,EC,
406,SIA/HR/NCP/25724/2018,SEIAA/HR/15/01 dated 31.08.2015.,IA/HR/NCP/62487/2015,TDI INFRATECH LIMITED,Under examination of SEIAA - Processed offline,EC,
407,SIA/HR/NCP/25726/2018,SEIAA/HR/18/ 407 dated 23.04.2018.,"Township project 470.673 Acres in Sector-21 & 22, Sirsa, Haryana by Haryana Urban Development Authority",HARYANA URBAN DEVELOPMENT AUTHORITY DIV NO II,Delisted,EC,
408,SIA/HR/MIS/128593/2019,SEIAA/HR/2020/337 hard copy to be submitted,"""Felix Plaza"" Commercial Colony (expansion)","SH. PRAMIL JINDAL & SMT. NEETA JINDAL  (FELIX PLAZA, AOP )",EC Granted,EC,
412,SIA/HR/NCP/75868/2018,,"Development of Residential Colony (5.075 acres) under Deen Dayal Jan Awas Yojna (DDJAY), at village Mohammadpur Gujar, Sector 35, Sohna, Dist. Gurugram, Haryana",FAITH BUILDTECH PVT LTD,Delisted,EC,
414,SIA/HR/NCP/19350/2016,SEIAA/HR/15/127 dated 31.08.2015,,RAHEJA DEVELOPERS LTD.,EC Granted - Processed offline,EC,
415,SIA/HR/MIS/99793/2019,SEIAA/HR/19/54,Warehouse Project,FUTURE RETAIL DESTINATION,Delisted,EC,
417,SIA/HR/MIS/172312/2020,SEIAA/HR/2020/317 hard copy to be submitted,"Expansion of Non-Agro Warehouse"" project (16.83 Acres) located at Village-Sanpka, P.O.- Janola, Tehsil- Pataudi, District- Gurugram, Haryana by Sh. Ram Singh S/o Sh. Tula Ram, Sh. Dharambir Singh-Rajesh-Sunil Kumar S/o Ram Singh.","SH. RAM SINGH S/O SH. TULA RAM, S/SH. DHARAMBIR SINGH-RAJESH-SUNIL KUMAR S/O RAM SINGH",EC Granted,EC,
420,SIA/HR/NCP/70920/2017,SEIAA/HR/17/364 dated 14.11.2017,Expansion of Group Housing Project,MAX HEIGHTS TOWNSHIP AND PROJECTS PRIVATE LIMITED,Delisted,EC,
421,SIA/HR/MIS/234622/2021,,"Expansion cum modification of Group Housing Colony “ Primera & Ark”at Village- Garauli Kalan, Sector- 37-D, Gurugram, Haryana M/s Ramprastha Promoters & Developers Pvt Ltd",RAMPRASTHA PROMOTERS & DEVELOPERS PVT LTD,Request for withdraw,EC,
423,SIA/HR/NCP/60443/2016,File no. SEIAA/HR/16/311 dated 23.12.2016.,"Affordable Group Housing Project
Sector-36, Sohna Road, Haryana",STERNAL BUILDCON PVT LTD,EC Granted - Processed offline,EC,
424,SIA/HR/MIS/72460/2022,SEIAA/HR/2022/149,"Revision & Expansion of Commercial Plotted Colony at Village-Bhatola, Sector- 79, Faridabad, Haryana by M/s Omaxe World Street Pvt. Ltd.",OMAXE WORLD STREET PRIVATE LIMITED,Agenda Uploaded by SEAC,EC,
425,SIA/HR/NCP/28200/2018,SEIAA/HR/18/ 401 dated 09.04.2018.,,JAI KRISHNA ARTEC JV,EC Granted - Processed offline,EC,
426,SIA/HR/MIS/215355/2021,File No. SEIAA/HR/2021/432 has been assigned. Hard,“VSR Mall” (Known as 114 Avenue) (Retail Cum Office Complex),M/S VSR INFRATECH PVT LTD,Rejection Letter Granted,EC,
427,SIA/HR/NCP/53080/2010,SEIAA/HR/2020/270. ToR Letter issued SEIAA(125)/HR,"Expansion of “SGT University” (Medical College cum Hospital and Research Institute) at Village-Budhera Dist.-Gurugram, Haryana being developed by M/s Dashmesh Educational Charitable Trust.",M/S DASHMESH EDUCATIONAL CHARITABLE TRUST,EC Granted,EC,
428,SIA/HR/MIS/61274/2019,SEIAA/HR/19/229 hard copy to be submitted,Proposed 2 MLD CETP Based on Extended Aeration System,HSIIDC LTD,EC Granted,EC,
429,SIA/HR/NCP/94630/2019,"SEIAA/HR/19/41

Hard copy to be submitted","Proposed Commercial Colony on Plot Area
Measuring 9.26225 Acres at Village Tigra, Ghata &
Nangli Umarpur in Sector-62, Gurugram Manesar
Urban Complex, Haryana being developed by M/s R
S Infrastructure Pvt Ltd.",R S INFRASTRUCTURE PVT LTD,EC Granted,EC,
430,SIA/HR/MIS/163815/2020,SEIAA/HR/2020/296,"Expansion of Group Housing Project At Village - Sukhrali, Sector-28, District - Gurugram, Haryana by M/s Silverglades Infrastructure Pvt. Ltd",MS SILVERGLADES INFRASTRUCTURE PVT LTD,EC Granted,EC,
431,SIA/HR/MIS/163736/2020,SEIAA/HR/2020/319 hard copy to be submitted,"Affordable Group Housing Colony ""Green Avenue""",S3 INFRABUILD LLP,EC Granted,EC,
435,SIA/HR/NCP/30496/2015,,"E.C. of Commercial Colony Project located at Village- Naurangpur, Sector-80,Gurgaon, Haryana by M/s R. P. Estates Pvt. Ltd",R. P. ESTATES PVT LTD,Delisted,EC,
436,SIA/HR/MIS/166713/2020,SEIAA/HR/2020/316 hard copy to be submitted,Warehouse (non-agro),AKNB INFRACON PVT. LTD.,EC Granted,EC,
438,SIA/HR/NCP/75885/2018,SEIAA/HR/18/ 446 dated 25.07.2018.,"Revised Environmental Clearance of Existing under Construction Commercial Complex Project (due to change of planning) at Sector -109, Village- Pawala Khusrupur, District - Gurugram (Haryana) by M/s.  Citra Properties Ltd.",CITRA PROPERTIES LIMITED,EC Granted - Processed offline,EC,
439,SIA/HR/MIS/215758/2021,File No. SEIAA/HR/2021/427 has been assigned. Hard,"Proposed ""Affordable Group Housing Colony"" at village-Sarai Alawardi, Sector-110, Gurugram, Haryana by M/s Millennium Diplomats Pvt Ltd.",M/S MILLENNIUM DIPLOMATS PVT LTD,EC Granted,EC,
442,SIA/HR/MIS/97199/2019,,"Group Housing Complex 
SPLENDOR GRANDE
 Sector – 19, Panipat, Haryana",SPLENDOR LANDBASE LTD,Delisted,EC,
443,SIA/HR/NCP/42289/2016,file no. SEIAA/HR/16/257 dated 02.02.2016. Please,"""Orris Market City""",ORRIS INFRASTRUCTURE PVT LTD,EC Granted,EC,
445,SIA/HR/NCP/51917/2016,File no. SEIAA/HR/16/271 dated 07.04.2016. Please,"Affordable Group Housing project , in Village hayatpur, sector 93, gurgaon by Signature Builders pvt. Ltd.",SIGNATURE BUILDERS PVT LTD,EC Granted,EC,
446,SIA/HR/MIS/169777/2020,SEIAA/HR/2020/334 hard copy to be submitted,Revision & Expansion of Group Housing Complex “Esfera”,IMPERIA STRUCTURES LIMITED,EC Granted,EC,
