,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
0,SIA/HR/MIS/103921/2019,Affordable Residential Plotted Colony (Site 3),INFRA-2,30 Apr 2019,30/04/2019,,,30/04/2019,03/05/2019,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/103921/2019&type=EC&ID=55269
1,SIA/HR/MIS/219795/2021,"Proposed Affordable Group Housing Colony village- Badha & Sikanderpur Badha, Sector-85, Gurugram, Haryana by M/s Conmin Projects India Pvt. Ltd.",INFRA-2,13 Jul 2021,13/07/2021,,,30/07/2021,,,03/08/2021,01/12/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/219795/2021&type=EC&ID=189221
2,SIA/HR/MIS/196647/2021,Expansion of Affordable Group Housing,INFRA-2,05 Feb 2021,05/02/2021,,,05/02/2021,,,05/02/2021,03/05/2021,13/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/196647/2021&type=EC&ID=162944
3,SIA/HR/MIS/220395/2021,"Construction of “Independent Floors” at DLF Alameda at Village- Behrampur & Begampur Khatola, Sector-73, Gurugram, Haryana by M/s DLF Home Developers Ltd. & Others.",INFRA-2,16 Jul 2021,16/07/2021,,,03/08/2021,,,04/08/2021,07/09/2021,12/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/220395/2021&type=EC&ID=189306
4,SIA/HR/IND2/63957/2019,Establish of new 5000 TCD sugar mill plant,Industrial Projects - 2,19 Jun 2021,19/06/2021,,,30/06/2021,,,19/07/2021,21/01/2022,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/63957/2019&type=EC&ID=188426
5,SIA/HR/MIS/112219/2019,Sh. Hemant Kumar & Others,INFRA-2,25 Jul 2019,25/07/2019,,,26/07/2019,,,30/07/2019,,26/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/112219/2019&type=EC&ID=58727
6,SIA/HR/MIS/34106/2011,NAYATI HEALTHCARE AND RESEARCH NCR PVT LTD,INFRA-2,13 May 2019,13/05/2019,,,20/05/2019,,,22/05/2019,08/12/2020,04/06/2010,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/34106/2011&type=EC&ID=54490
7,SIA/HR/MIS/34510/2018,Development of Integrated Multi Modal Logistic Hub (IMLH),INFRA-2,23 Apr 2019,23/04/2019,23/04/2019,23/04/2019,23/04/2019,,,03/05/2019,14/12/2021,11/09/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/34510/2018&type=EC&ID=54672
8,SIA/HR/MIS/52095/2019,upgradation of existing CETP from 5 MLD to 10 MLD,INFRA-2,24 Jul 2020,24/07/2020,,,07/08/2020,,,15/09/2020,10/11/2020,01/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/52095/2019&type=EC&ID=95275
9,SIA/HR/IND2/59655/2005,"PROPOSED MANUFACTURING UNIT OF 250 M.T PER DAY FORMALDEHYDE AT PLOT NO. 132, SEC-1, PHASE-I, GROWTH CENTRE SAHA (APPROVED INDUSTRIAL AREA), AMBALA, HARYANA BY M/S SHYAM INDUSTRIES",Industrial Projects - 2,06 Jan 2021,06/01/2021,,,12/01/2021,,,05/02/2021,08/03/2021,13/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/59655/2005&type=EC&ID=156800
10,SIA/HR/MIS/279545/2022,"Proposed Commercial complex on land admeasuring 14326.37 sqm situated at site / building no.4, Sector 43, urban Estate Gurgaon II, Gurugram, Haryana",INFRA-2,22 Jun 2022,22/06/2022,,,24/06/2022,,,25/06/2022,,13/10/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/279545/2022&type=EC&ID=207932
11,SIA/HR/MIS/283695/2022,Commercial Colony in Sector-89 Gurugram,INFRA-2,16 Jul 2022,16/07/2022,,,18/07/2022,,,02/08/2022,,05/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/283695/2022&type=EC&ID=208931
12,SIA/HR/MIS/36161/2018,"Expansion of “Warehouse for storage of Non-agro produce” at Village Farrukhnagar, Distt. Gurugram and Village Khalikpur, Distt. Jhajjar, Haryana by Farukhnagar Logistics Parks LLP.",INFRA-2,15 May 2019,15/05/2019,,,20/05/2019,,,22/05/2019,25/02/2020,14/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/36161/2018&type=EC&ID=55634
13,SIA/HR/MIS/116969/2019,Revision & Expansion of Warehouse and Logistics Park,INFRA-2,03 Oct 2019,03/10/2019,,,13/09/2019,01/10/2019,03/10/2019,11/10/2019,,03/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/116969/2019&type=EC&ID=63216
14,SIA/HR/MIS/163860/2020,"Warehouse / Industrial & Logistics Park Project (33.631 Acres) Located At Revenue Estate Of Village – Luhari,  Tehsil & District – Jhajjar, Haryana by LI INDUSTRIAL PARKS PRIVATE LIMITED",INFRA-2,17 Jul 2020,17/07/2020,,,27/07/2020,,,28/07/2020,21/08/2020,16/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/163860/2020&type=EC&ID=116207
15,SIA/HR/MIS/43755/2018,Expansion of Group Housing Colony,INFRA-2,27 Sep 2019,27/09/2019,,,10/10/2019,,,11/10/2019,08/12/2020,30/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/43755/2018&type=EC&ID=67094
16,SIA/HR/MIS/220406/2021,"Commercial Project at Village-Dhunela, Sector-36, Sohna, Gurugram, Haryana",INFRA-2,16 Jul 2021,16/07/2021,,,03/08/2021,,,04/08/2021,07/09/2021,12/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/220406/2021&type=EC&ID=189309
17,SIA/HR/MIS/61593/2021,"PROPOSED DEVELOPMENT OF INTEGRATED RESIDENTIAL TOWNSHIP IN THE NAME OF ARDEE CITY (133.40 ACRES ALREADY DEVELOPED + 71.458 ACRES PROPOSED) AT SECTOR 52 AND SECTOR 57, GURUGRAM",INFRA-2,17 Jul 2021,17/07/2021,,,03/08/2021,,,04/08/2021,07/09/2021,06/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/61593/2021&type=EC&ID=189335
18,SIA/HR/MIS/109932/2019,"Expansion Of Affordable Group Housing Project On 12.475 Acres Plot At Sector: 78 Faridabad, Haryana",INFRA-2,15 Oct 2019,15/10/2019,14/10/2019,15/10/2019,22/10/2019,,,04/11/2019,,12/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/109932/2019&type=EC&ID=57144
19,SIA/HR/MIS/124351/2019,"Revision and Expansion of Environment clearance of proposed commercial complex at sector 66, Maidawas, Gurugram Haryana.",INFRA-2,24 Nov 2019,13/11/2019,21/11/2019,24/11/2019,25/11/2019,,,27/11/2019,02/07/2020,03/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/124351/2019&type=EC&ID=70643
20,SIA/HR/MIS/113992/2019,"Affordable Residential Group Housing Project “Om Apartments” measuring 5.025 Acres in Sector-112, Village-Bajghera, Tehsil & District- Gurugram, Haryana",INFRA-2,01 Nov 2019,01/11/2019,10/10/2019,01/11/2019,05/11/2019,,,18/11/2019,06/01/2020,05/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/113992/2019&type=EC&ID=61297
21,SIA/HR/MIS/HR/MIS/189290/2020,Institutional “Office Building”,INFRA-2,04 Jan 2021,04/01/2021,,,12/01/2021,,,18/02/2021,02/07/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/HR/MIS/189290/2020&type=EC&ID=151284
22,SIA/HR/MIS/61220/2021,"Expansion cum Modification of Group Housing Project at Village- Palra, Sector- 70A, Gurgaon M/s Haamid Real Estate Pvt. Ltd.",INFRA-2,11 Sep 2021,11/09/2021,,,29/09/2021,,,25/10/2021,14/12/2021,27/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/61220/2021&type=EC&ID=191023
23,SIA/HR/IND2/224904/2021,"Proposed Manufacturing Unit of Methylcobalamin (b12) 100 kg/month and by-product Sodium Iodide 2 kg/month at Plot No. – 17 Moja Patan  Arya Nagar, Distt.- Hisar, Haryana- 125001 by M/s Nutriley Pharmaceuticals Pvt. Ltd.",Industrial Projects - 2,16 Aug 2021,16/08/2021,,,23/08/2021,,,15/09/2021,01/12/2021,30/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/224904/2021&type=EC&ID=190196
24,SIA/HR/MIS/69919/2021,"Proposed Group Housing Project at village- Wazirpur Sector-92 & 95, Gurugram, Haryana by M/s N.A Buildwell Pvt. Ltd. C/o M/s Raheja Developers Pvt. Ltd. And M/s Saan Procon Pvt. Ltd",INFRA-2,09 Dec 2021,09/12/2021,,,23/12/2021,,,28/12/2021,14/01/2022,13/06/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/69919/2021&type=EC&ID=194665
25,SIA/HR/MIS/68309/2021,"Development of Industrial Model Township (Phase-V) at Village- Lakhnoula, Naharpur Kasan, Tehsil- Manesar, Gurgaon, Haryana by Haryana State Industrial and Infrastructure Development Corporation Limited (HSIIDC)",INFRA-2,06 Dec 2021,12/10/2021,08/11/2021,06/12/2021,07/12/2021,,,08/12/2021,,09/04/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/68309/2021&type=EC&ID=192099
26,SIA/HR/MIS/72462/2022,"Proposed Expansion of Industrial Building on Plot No.31, Sector-18, Urban Estate Gurgaon, Haryana",INFRA-2,11 Feb 2022,,09/03/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/72462/2022&type=EC&ID=199501
27,SIA/HR/MIS/33775/2011,"Expansion of Group Housing Project Measuring 13.344 Acres at Village- Badshahpur, Sector-67, Gurgaon, Haryana",INFRA-2,20 May 2019,20/05/2019,01/04/2019,20/05/2019,27/05/2019,,,30/05/2019,24/02/2020,04/11/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/33775/2011&type=EC&ID=54329
28,SIA/HR/MIS/102761/2019,Warehouse Project,INFRA-2,19 Apr 2019,19/04/2019,,,23/04/2019,,,03/05/2019,14/12/2021,11/07/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/102761/2019&type=EC&ID=54936
29,SIA/HR/MIS/199721/2021,"Proposed Commercial Colony (Retail, Multiplex & Food Court) at village- Adampur, Sector-50, Gurugram, Haryana by M/s Pyramid City Projects LLP & Others in Collaboration with Elan Ltd",INFRA-2,23 Feb 2021,23/02/2021,,,24/02/2021,,,19/03/2021,30/04/2021,09/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/199721/2021&type=EC&ID=164734
30,SIA/HR/MIS/78733/2021,"Expansion of Proposed Commercial Colony of area measuring 7.443 Acres in sector-74, Gurugram, Haryana",INFRA-2,22 Jun 2022,22/06/2022,,,24/06/2022,,,25/06/2022,,19/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/78733/2021&type=EC&ID=207910
31,SIA/HR/MIS/138680/2020,Expansion of Commercial Office Complex Signature Tower-III,INFRA-2,30 Jan 2020,24/01/2020,28/01/2020,30/01/2020,05/02/2020,,,17/02/2020,05/03/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/138680/2020&type=EC&ID=86168
32,SIA/HR/MIS/112113/2019,"Proposed Commercial/Office Building ""MGF Centre""",INFRA-2,23 Jul 2019,23/07/2019,,,24/07/2019,,,29/07/2019,,20/12/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/112113/2019&type=EC&ID=58687
33,SIA/HR/MIS/68360/2015,Expansion of Group Housing Colony,INFRA-2,03 Jun 2022,03/06/2022,,,10/06/2022,,,23/06/2022,,29/08/2017,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/68360/2015&type=EC&ID=204134
34,SIA/HR/MIS/55750/2019,"Revision & Expansion of Group Housing Colony (9.943 acre) falling in the Residential Plotted Colony ""BMG Elegant City"" (52.218 acre)",INFRA-2,19 Aug 2020,19/08/2020,,,19/08/2020,,,19/08/2020,17/09/2020,01/12/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/55750/2019&type=EC&ID=124262
35,SIA/HR/MIS/252271/2022,"Commercial Colony in Sector-82 A, Gurugram being developed by M/s Newzone Buildwell Pvt. Ltd.",INFRA-2,07 Feb 2022,21/01/2022,29/01/2022,07/02/2022,22/03/2022,,,30/03/2022,21/04/2022,13/06/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/252271/2022&type=EC&ID=198065
36,SIA/HR/MIS/105550/2019,"GROUP HOUSING COLONY “VIPUL GARDENS” IN SECTOR-1, VILLAGE-DHARUHERA (NH-8), DISTRICT–REWARI, HARYANA",INFRA-2,16 May 2019,16/05/2019,,,20/05/2019,,,22/05/2019,,30/06/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/105550/2019&type=EC&ID=55719
37,SIA/HR/MIS/106187/2019,Felix Housing (Phase I)-Group Housing Project,INFRA-2,26 Jun 2019,26/06/2019,25/06/2019,26/06/2019,27/06/2019,,,28/06/2019,,10/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/106187/2019&type=EC&ID=55890
38,SIA/HR/MIS/63763/2020,"Proposed Development of India International Horticulture Market in an area of 221.3 Ha. (547 acre) at Village Teha&ShahpurTaga, Ganaur,Sonipat, Haryana",INFRA-2,18 Jun 2021,09/06/2021,17/06/2021,18/06/2021,23/06/2021,,,06/07/2021,26/10/2021,24/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/63763/2020&type=EC&ID=188200
39,SIA/HR/MIS/63482/2021,proposed Common Effluent Treatment Plant (CETP) of 1.5 MLD capacity based on extended aeration system,INFRA-2,11 Jun 2021,02/06/2021,09/06/2021,11/06/2021,15/06/2021,,,06/07/2021,05/08/2021,17/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/63482/2021&type=EC&ID=187914
40,SIA/HR/MIS/276205/2022,"Expansion of Commercial Complex Project at Sushant Lok, Sector-27, Gurugram Haryana",INFRA-2,03 Jun 2022,03/06/2022,,,10/06/2022,,,23/06/2022,,17/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/276205/2022&type=EC&ID=204102
41,SIA/HR/MIS/116686/2019,Non-agro Warehouse Project (27.37 acres),INFRA-2,03 Sep 2019,03/09/2019,,,03/09/2019,,,06/09/2019,09/10/2019,03/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/116686/2019&type=EC&ID=63110
42,SIA/HR/MIS/97853/2019,Affordable Residential Plotted Colony (Site 3) Project (under Deen Dayal Jan Awas Yojna),INFRA-2,30 Apr 2019,30/04/2019,,,29/03/2019,08/04/2019,,03/05/2019,14/12/2021,16/07/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/97853/2019&type=EC&ID=53506
43,SIA/HR/MIS/184580/2020,"Proposed Affordable Plotted Colony under Deen Dayal Jan Awas Yojna Scheme-2016 of 10.71875 Acres (Phase-III) in the revenue estate of village Shimla Maulana, Sector-40, Panipat, Haryana by M/s Herman Properties Pvt. Ltd.",INFRA-2,23 Nov 2020,23/11/2020,,,01/12/2020,,,08/12/2020,10/02/2021,26/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/184580/2020&type=EC&ID=144171
44,SIA/HR/IND2/176216/2020,"Proposed expansion in existing manufacturing facility of API, Biomolecules and Herbal Extracts at Plot-03, Sector-18, Phase-3, Industrial Estate Barhi, District- Sonipat, Tehsil- Gannaur, State– Haryana by M/s Cennet Biopharma Pvt. Ltd.",Industrial Projects - 2,09 Mar 2021,29/09/2020,,,05/10/2020,16/10/2020,09/03/2021,09/03/2021,03/05/2021,13/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/176216/2020&type=EC&ID=135246
45,SIA/HR/MIS/109754/2019,"Commercial colony ""Edge Tower"" at Sector-114, Village-Bajghera, Gurugram, Haryana",INFRA-2,02 Jul 2019,02/07/2019,04/07/2019,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/109754/2019&type=EC&ID=57096
46,SIA/HR/IND3/68324/2021,"EC for Integrated Paint Manufacturing Unit in Plot No. 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61 & 62, HSIIDC Industrial Estate Panipat, Village Dadlana, Tehsil and Dist. Panipat, State Haryana.",Industrial Projects - 3,18 Dec 2021,18/12/2021,,,20/12/2021,,,21/12/2021,27/12/2021,31/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND3/68324/2021&type=EC&ID=195163
47,SIA/HR/MIS/281697/2022,Environment Clearance forAffordable Group Housing Colony “ROF Ambliss”,INFRA-2,02 Aug 2022,07/07/2022,,,08/07/2022,13/07/2022,02/08/2022,08/08/2022,,19/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/281697/2022&type=EC&ID=208429
48,SIA/HR/MIS/164499/2020,22.31558 Ha (55.14 Acres) Warehouse Development Project,INFRA-2,20 Aug 2020,21/07/2020,20/08/2020,20/08/2020,20/08/2020,,,15/09/2020,10/11/2020,01/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/164499/2020&type=EC&ID=116375
49,SIA/HR/MIS/75100/2018,"Expansion of Proposed Mixed Land Use colony under TOD Policy on land measuring 15.03125 acres in Sector-113, Gurgaon Manesar Urban Complex, Gurgaon, Haryana",INFRA-2,14 Apr 2022,14/04/2022,,,20/04/2022,,,23/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/75100/2018&type=EC&ID=202093
50,SIA/HR/MIS/271393/2022,Proposed Commercial Project “G R Corporate Tower”,INFRA-2,05 May 2022,05/05/2022,,,16/05/2022,,,16/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/271393/2022&type=EC&ID=202980
51,SIA/HR/MIS/120328/2019,Affordable GHP Amolik Sankalp,INFRA-2,22 Oct 2019,22/10/2019,22/10/2019,22/10/2019,29/10/2019,,,04/11/2019,24/02/2020,12/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/120328/2019&type=EC&ID=67346
52,SIA/HR/MIS/120664/2019,"Renewal and Expansion of Environmental Clearance for “Office , Commercial and Hotel building project at village pawala khusrupur, Sector 109,Gurugram,  Haryana",INFRA-2,22 Oct 2019,22/10/2019,10/10/2019,22/10/2019,29/10/2019,,,04/11/2019,20/02/2020,03/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/120664/2019&type=EC&ID=68442
53,SIA/HR/MIS/135818/2020,EXPANSION OF COMMERCIAL PROJECT,INFRA-2,08 Jan 2020,08/01/2020,,,21/01/2020,,,24/01/2020,19/05/2020,27/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/135818/2020&type=EC&ID=84450
54,SIA/HR/MIS/222209/2021,"Proposed Warehouse Building (for Non Agro Produce) in the revenue estate at village Daboda, tehsil- Farrukhnagar, District-Gurugram, Haryana by M/s Honest Warehousing Pvt. Ltd. & Others",INFRA-2,28 Jul 2021,28/07/2021,,,03/08/2021,,,18/08/2021,12/10/2021,01/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/222209/2021&type=EC&ID=189640
55,SIA/HR/MIS/279337/2022,Affordable Residential Plotted Colony Project under DDJAY by Global Horizon Holdings Private Limited,INFRA-2,22 Jun 2022,22/06/2022,,,24/06/2022,,,25/06/2022,,15/11/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/279337/2022&type=EC&ID=207884
56,SIA/HR/MIS/179712/2020,Expansion of Warehouse Project by Vertical Logistic Park LLP,INFRA-2,09 Nov 2020,19/10/2020,28/10/2020,09/11/2020,11/11/2020,,,17/11/2020,08/12/2020,26/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/179712/2020&type=EC&ID=139020
57,SIA/HR/MIN/73813/2018,Gravel  sand mining project at Shamtoo1 Block PKL B11,Non-Coal Mining,11 Apr 2022,17/03/2022,30/03/2022,11/04/2022,12/04/2022,,,15/04/2022,,16/08/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIN/73813/2018&type=EC&ID=200640
58,SIA/HR/IND2/199974/2021,Sarv Biolabs Pvt. Ltd,Industrial Projects - 2,12 Mar 2021,08/03/2021,12/03/2021,12/03/2021,15/03/2021,,,16/03/2021,30/04/2021,23/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/199974/2021&type=EC&ID=166790
59,SIA/HR/MIS/72464/2022,"Affordable Group Housing Colony Project at Revenue estate of Village Harsaru, Sector-88A, Gurugram, Haryana",INFRA-2,31 Mar 2022,,09/03/2022,31/03/2022,04/04/2022,,,04/04/2022,22/04/2022,15/11/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/72464/2022&type=EC&ID=199503
60,SIA/HR/MIS/100035/2019,“Warehouse/ Industrial Storage/ Logistics/Assembling Park”,INFRA-2,22 Apr 2019,22/04/2019,,,26/03/2019,15/04/2019,,,,13/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/100035/2019&type=EC&ID=54158
61,SIA/HR/MIS/140350/2020,Commercial Complex,INFRA-2,05 Feb 2020,02/02/2020,05/02/2020,05/02/2020,05/02/2020,,,17/02/2020,02/07/2020,03/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/140350/2020&type=EC&ID=86626
62,SIA/HR/MIS/212461/2021,"Expansion of Warehouse (For storage of commercial goods) at Village- Binola & Bhora Kalan, District- Gurugram, Haryana By M/s Skymettle Infrastructure Pvt Ltd",INFRA-2,16 Jun 2021,17/05/2021,04/06/2021,16/06/2021,30/07/2021,,,03/08/2021,07/09/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/212461/2021&type=EC&ID=187787
63,SIA/HR/MIS/187424/2020,"Expansion of Group Housing Colony at sector 32, village Dhunela, Tehsil Sohna, District Gurgaon, Haryana",INFRA-2,25 Mar 2021,11/12/2020,14/12/2020,25/03/2021,07/04/2021,,,08/04/2021,04/05/2021,26/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/187424/2020&type=EC&ID=146875
64,SIA/HR/MIS/98050/2019,"Affordable Group Housing Project at Village Khera & Bhatauli, Sector 20, Yamunanagar- Jagadhri, District Yamunanagar, Haryana by M/s Pandit  Land & Infrastructure Pvt. Ltd.",INFRA-2,08 Jul 2019,08/07/2019,27/05/2019,08/07/2019,15/07/2019,,,16/07/2019,08/12/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/98050/2019&type=EC&ID=53559
65,SIA/HR/MIS/32091/2018,"Commercial Complex ""Spaze Arrow""",INFRA-2,28 Feb 2019,28/02/2019,,,06/03/2019,,,19/04/2019,14/12/2021,10/09/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/32091/2018&type=EC&ID=53460
66,SIA/HR/MIS/118527/2019,Expansion cum Modification of Group Housing Scheme,INFRA-2,23 Jun 2021,23/06/2021,,,25/09/2019,01/10/2019,23/06/2021,06/07/2021,05/08/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/118527/2019&type=EC&ID=64769
67,SIA/HR/THE/63370/2020,"Proposed 18MW Baggase based Cogeneration power plant at Village- Sheikhpura Jagir, Tehsil & District- Karnal, Haryana by M/s The Karnal Co-Operative Sugar Mills Ltd",Thermal Projects,20 May 2021,20/05/2021,,,09/06/2021,,,06/07/2021,16/11/2021,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/THE/63370/2020&type=EC&ID=187788
68,SIA/HR/MIS/38652/2017,98.836 Ha Township Development,INFRA-2,18 Jul 2019,18/07/2019,15/07/2019,18/07/2019,22/07/2019,,,29/07/2019,,20/12/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/38652/2017&type=EC&ID=57168
69,SIA/HR/MIS/191638/2021,"Expansion of Commercial Colony at Sector- 37, Faridabad, Haryana by M/s MPDL Limited.",INFRA-2,06 Jan 2021,06/01/2021,,,11/01/2021,,,14/01/2021,18/03/2021,22/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/191638/2021&type=EC&ID=156852
70,SIA/HR/IND2/176576/2020,Bulk Drugs & Intermediates Manufacturing Unit of ARMN Pharmaceutical India Pvt. Ltd.,Industrial Projects - 2,25 Nov 2020,30/09/2020,30/09/2020,30/09/2020,30/09/2020,16/10/2020,25/11/2020,18/02/2021,30/04/2021,29/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/176576/2020&type=EC&ID=135376
71,SIA/HR/MIS/201002/2021,"Expansion of Affordable Group Housing Colony Project (5.056 Acres) at Village - Hayatpur, Sector-89, Gurugrarn, Haryana",INFRA-2,04 Mar 2021,02/03/2021,03/03/2021,04/03/2021,05/03/2021,,,08/04/2021,04/05/2021,22/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/201002/2021&type=EC&ID=168069
72,SIA/HR/MIS/275278/2022,Revision & Expansion of Group Housing Project “Orion Galaxy”,INFRA-2,27 May 2022,27/05/2022,03/06/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/275278/2022&type=EC&ID=203913
73,SIA/HR/MIS/193571/2021,"Affordable Residential Plotted Colony Project under DDJAY-2016 (13.168 Acres) is located at Village-Nakhrola, Sector-81, Gurugram, Haryana by M/s Emaar India Limited.",INFRA-2,05 Feb 2021,18/01/2021,22/01/2021,05/02/2021,05/02/2021,,,05/02/2021,03/05/2021,08/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/193571/2021&type=EC&ID=160191
74,SIA/HR/IND2/44124/1990,"Proposed Manufacturing unit of API & Biomolecules (capacity-17.46 MTPA) at Plot-03, Sector-18, Phase-3, Industrial Estate Barhi, District - Sonipat, Tehsil –Gannaur, State – Haryana",Industrial Projects - 2,09 Oct 2019,09/10/2019,09/10/2019,09/10/2019,10/10/2019,,,11/10/2019,14/01/2020,24/12/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/IND2/44124/1990&type=EC&ID=67339
75,SIA/HR/MIS/111415/2019,French Build Mart Pvt Ltd,INFRA-2,09 Sep 2019,09/09/2019,28/08/2019,09/09/2019,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/HR/MIS/111415/2019&type=EC&ID=57504
