,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
0,SIA/MP/MIN/40128/2019,LAKHNI FLAG STONE QUARRY,Non-Coal Mining,07 Aug 2019,07/08/2019,30/07/2019,07/08/2019,24/01/2020,,,05/02/2020,18/02/2020,20/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/40128/2019&type=EC&ID=58853
1,SIA/MP/MIN/40913/2019,"DHANELA STONE (GITTY) QUARRY  Khasra No. 3001, 3002, 3000 & 3190",Non-Coal Mining,19 Jan 2022,29/11/2019,29/01/2022,19/01/2022,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/40913/2019&type=EC&ID=61292
2,SIA/MP/MIN/59878/2019,Chatua Granite Mine,Non-Coal Mining,16 Jan 2021,16/01/2021,,,03/02/2021,,,04/02/2021,22/02/2021,17/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/59878/2019&type=EC&ID=160081
3,SIA/MP/MIN/169495/2020,DHARTIKACHHAR ORDINARY SAND QUARRY,Non-Coal Mining,23 Sep 2020,24/08/2020,29/08/2020,23/09/2020,28/09/2020,,,28/09/2020,20/11/2020,22/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/169495/2020&type=EC&ID=124450
4,SIA/MP/MIN/168086/2020,Ramnai Sand quarry,Non-Coal Mining,14 Aug 2020,14/08/2020,,,31/08/2020,,,04/09/2020,24/09/2020,23/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/168086/2020&type=EC&ID=124138
5,SIA/MP/MIN/167325/2020,bamnoda stone quarry,Non-Coal Mining,09 Sep 2020,10/08/2020,03/09/2020,09/09/2020,15/09/2020,,,15/09/2020,23/02/2022,20/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/167325/2020&type=EC&ID=121967
6,SIA/MP/MIN/155936/2020,Kayatkhedi Sand Quarry,Non-Coal Mining,04 Jun 2020,04/06/2020,04/06/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155936/2020&type=EC&ID=110533
7,SIA/MP/MIN/155757/2020,Kulwara Stone Quarry of Ms Chandrika Mines and Minerals,Non-Coal Mining,04 Jun 2020,02/06/2020,04/06/2020,04/06/2020,05/06/2020,,,11/06/2020,21/06/2020,10/07/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155757/2020&type=EC&ID=110492
8,SIA/MP/MIN/155762/2020,Pondi Sand Quarry,Non-Coal Mining,03 Jun 2020,03/06/2020,,,18/06/2020,,,19/06/2020,17/07/2020,05/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155762/2020&type=EC&ID=110493
9,SIA/MP/MIN/203932/2021,Sarra Kishore Sand Quarry,Non-Coal Mining,16 Mar 2021,16/03/2021,,,22/03/2021,,,22/03/2021,25/03/2021,12/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/203932/2021&type=EC&ID=173759
10,SIA/MP/MIN/196896/2021,Depalkhedi Sand Quarry Deposite,Non-Coal Mining,10 Feb 2021,08/02/2021,10/02/2021,10/02/2021,15/02/2021,,,15/02/2021,22/02/2021,15/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/196896/2021&type=EC&ID=162995
11,SIA/MP/MIN/228255/2021,PAMRA QUARRY LEASE,Non-Coal Mining,01 Nov 2021,09/09/2021,31/10/2021,01/11/2021,02/11/2021,,,03/11/2021,23/11/2021,12/01/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/228255/2021&type=EC&ID=190949
12,SIA/MP/MIN/224084/2021,Nogawan Stone Quarry (Temporary Permit),Non-Coal Mining,16 Aug 2021,13/08/2021,14/08/2021,16/08/2021,25/08/2021,,,31/08/2021,14/09/2021,18/10/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/224084/2021&type=EC&ID=190007
13,SIA/MP/MIN/76654/2021,GOBRI SAND QUARRY ON TIPAN RIVER OF M/S K. G. DEVELOPERS,Non-Coal Mining,25 May 2022,05/05/2022,25/05/2022,25/05/2022,26/05/2022,,,03/06/2022,,20/12/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/76654/2021&type=EC&ID=202965
14,SIA/MP/MIN/37514/2019,"Dighori Stone Quarry, 0.77 Ha  at Village- Dighori, Tehsil- Seoni, District-Seoni (M.P.)",Non-Coal Mining,12 Jun 2019,12/06/2019,,,08/07/2019,,,26/07/2019,29/09/2019,22/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/37514/2019&type=EC&ID=56497
15,SIA/MP/MIN/37717/1900,Balkhad Murum Quarry of Shri Sadik Khan,Non-Coal Mining,28 Jul 2019,28/07/2019,08/11/2019,28/07/2019,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/37717/1900&type=EC&ID=56631
16,SIA/MP/IND2/166809/2020,"API Drugs Manufacturing Plant at Plot No. 92, Smart Industrial Park, Pithampur industrial Area, Pithampur, District Dhar Madhya Pradesh",Industrial Projects - 2,08 Sep 2020,06/08/2020,18/08/2020,08/09/2020,16/09/2020,,,17/09/2020,11/12/2020,29/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/IND2/166809/2020&type=EC&ID=121841
17,SIA/MP/MIN/140196/2020,Mohana Soil Quarry,Non-Coal Mining,01 Feb 2020,01/02/2020,,,06/02/2020,,,14/02/2020,09/03/2020,30/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/140196/2020&type=EC&ID=86576
18,SIA/MP/MIN/159389/2020,Saraipatera (Bhaisantola) Stone Quarry,Non-Coal Mining,21 Jun 2020,21/06/2020,,,14/07/2020,,,17/07/2020,21/01/2021,08/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/159389/2020&type=EC&ID=113142
19,SIA/MP/MIN/175490/2020,Jhara Stone Quarry,Non-Coal Mining,25 Sep 2020,25/09/2020,,,01/10/2020,,,01/10/2020,19/11/2020,07/12/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/175490/2020&type=EC&ID=134002
20,SIA/MP/MIN/253977/2022,Dharola Stone Quarry,Non-Coal Mining,07 Feb 2022,29/01/2022,06/02/2022,07/02/2022,09/02/2022,,,10/02/2022,28/02/2022,02/05/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/253977/2022&type=EC&ID=198544
21,SIA/MP/MIN/254020/2022,"Dhanela Stone (Gitty) Quarry  Khasra No. 3001, 3002, 3000 & 3190",Non-Coal Mining,03 Feb 2022,29/01/2022,02/02/2022,03/02/2022,07/02/2022,,,10/02/2022,28/02/2022,20/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/254020/2022&type=EC&ID=198559
22,SIA/MP/MIN/56093/2020,Janwasa-1 Ordinary Sand Quarry,Non-Coal Mining,31 Jan 2021,31/01/2021,,,08/02/2021,,,08/02/2021,25/02/2021,25/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/56093/2020&type=EC&ID=162732
23,SIA/MP/MIN/175291/2020,Dehriya Sand Mine,Non-Coal Mining,25 Sep 2020,25/09/2020,,,01/10/2020,,,01/10/2020,19/11/2020,07/12/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/175291/2020&type=EC&ID=132935
24,SIA/MP/MIN/127422/2019,Balkhad Murum Deposit,Non-Coal Mining,04 Feb 2020,01/12/2019,06/01/2020,04/02/2020,20/02/2020,,,22/02/2020,16/09/2020,06/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/127422/2019&type=EC&ID=77420
25,SIA/MP/MIN/35620/2019,Sandla Stone Quarry,Non-Coal Mining,14 May 2019,14/05/2019,14/05/2019,14/05/2019,29/05/2019,,,19/06/2019,24/07/2019,06/09/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/35620/2019&type=EC&ID=55344
26,SIA/MP/MIN/36011/2019,LILWAR FLAG STONE QUARRY,Non-Coal Mining,15 May 2019,15/05/2019,15/05/2019,15/05/2019,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/36011/2019&type=EC&ID=55551
27,SIA/MP/MIN/229357/2021,PAMRA STONE QUARRY,Non-Coal Mining,16 Sep 2021,16/09/2021,,,29/09/2021,,,13/10/2021,03/11/2021,16/02/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/229357/2021&type=EC&ID=191163
28,SIA/MP/MIN/154053/2020,Padri River Sand Quarry,Non-Coal Mining,26 May 2020,23/05/2020,25/05/2020,26/05/2020,27/05/2020,,,27/05/2020,24/06/2020,18/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/154053/2020&type=EC&ID=105974
29,SIA/MP/MIN/154228/2020,Wakneri Sand Quarry,Non-Coal Mining,28 May 2020,28/05/2020,,,04/06/2020,,,05/06/2020,14/09/2020,18/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/154228/2020&type=EC&ID=106037
30,SIA/MP/MIN/155233/2020,Pipaldagadi  Khodu -Bharu Sand Quarry,Non-Coal Mining,10 Feb 2021,30/05/2020,09/02/2021,10/02/2021,15/02/2021,,,15/02/2021,22/02/2021,27/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155233/2020&type=EC&ID=108338
31,SIA/MP/MIN/53489/2020,BAGMAU SAND QUARRY,Non-Coal Mining,30 May 2020,30/05/2020,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/53489/2020&type=EC&ID=108340
32,SIA/MP/MIN/155354/2020,Uchawad River Sand Quarry,Non-Coal Mining,08 Jun 2020,31/05/2020,05/06/2020,08/06/2020,12/06/2020,,,12/06/2020,21/06/2020,19/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155354/2020&type=EC&ID=108387
33,SIA/MP/MIN/155568/2020,MURATPURA ORDINARY SAND QUARRY,Non-Coal Mining,02 Jun 2020,02/06/2020,05/06/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/155568/2020&type=EC&ID=108453
34,SIA/MP/MIN/196153/2021,Harraha Quarry Lease,Non-Coal Mining,04 Feb 2021,04/02/2021,,,22/02/2021,,,02/03/2021,08/03/2021,31/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/196153/2021&type=EC&ID=162836
35,SIA/MP/MIN/197742/2021,Kajlash (Basalt) Stone Quarry,Non-Coal Mining,11 Feb 2021,11/02/2021,,,19/02/2021,,,22/02/2021,03/03/2021,05/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/197742/2021&type=EC&ID=163214
36,SIA/MP/MIN/200843/2021,Sardaman Stone Quarry,Non-Coal Mining,02 Mar 2021,02/03/2021,,,10/03/2021,,,10/03/2021,30/03/2021,07/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/200843/2021&type=EC&ID=168027
37,SIA/MP/IND2/218112/2021,Grain Based 60 KLD Distillery along With Cogeneration Power Plant of 1.8 MW,Industrial Projects - 2,14 Jul 2021,07/07/2021,19/07/2021,14/07/2021,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/IND2/218112/2021&type=EC&ID=188952
38,SIA/MP/MIN/219067/2021,Bhanpur Crusher Stone Mine,Non-Coal Mining,05 Jan 2022,09/07/2021,18/12/2021,05/01/2022,18/01/2022,,,31/01/2022,15/02/2022,07/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/219067/2021&type=EC&ID=189130
39,SIA/MP/MIN/233593/2021,Baglai Stone Quarry,Non-Coal Mining,17 Nov 2021,07/11/2021,16/11/2021,17/11/2021,23/11/2021,,,29/11/2021,13/12/2021,22/01/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/233593/2021&type=EC&ID=192086
40,SIA/MP/IND2/169248/2020,Proposed Expansion in Production Capacity of Synthetic Organic Chemicals including the API (Active Pharmaceutical Ingredient),Industrial Projects - 2,09 Sep 2020,24/08/2020,04/09/2020,09/09/2020,10/09/2020,,,11/09/2020,03/11/2020,27/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/IND2/169248/2020&type=EC&ID=124391
41,SIA/MP/MIN/168692/2020,Samnapurkalan Stone Quarry Deposit,Non-Coal Mining,18 Aug 2020,18/08/2020,,,31/08/2020,,,04/09/2020,22/09/2020,01/01/1900,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/168692/2020&type=EC&ID=124256
42,SIA/MP/MIN/196520/2021,Kishanpur Soil Quarry,Non-Coal Mining,08 Feb 2021,08/02/2021,,,22/02/2021,,,02/03/2021,08/03/2021,05/04/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/196520/2021&type=EC&ID=162913
43,SIA/MP/MIN/153729/2020,Pipla Kanhan Sand Mine Quarry,Non-Coal Mining,20 May 2020,20/05/2020,,,23/05/2020,,,26/05/2020,16/09/2020,18/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/153729/2020&type=EC&ID=104889
44,SIA/MP/MIN/173663/2020,Sultaniya Khurd Crusher Stone Quarry,Non-Coal Mining,17 Sep 2020,17/09/2020,,,24/09/2020,,,24/09/2020,09/11/2020,27/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/173663/2020&type=EC&ID=130502
45,SIA/MP/MIN/172791/2020,"CHOURI SOIL QUARRY  Survey No. 1213,1239 (Pvt. Ltd.)",Non-Coal Mining,12 Sep 2020,12/09/2020,,,22/09/2020,,,23/09/2020,09/11/2020,27/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/172791/2020&type=EC&ID=130254
46,SIA/MP/MIN/204300/2021,Rafiqueganj Murum Quarry of Shri Vishal Nagar,Non-Coal Mining,26 Mar 2021,17/03/2021,26/03/2021,26/03/2021,01/04/2021,,,03/04/2021,06/04/2021,18/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/204300/2021&type=EC&ID=173866
47,SIA/MP/MIN/249588/2022,Bhensroda Crusher Stone Quarry,Non-Coal Mining,21 Jan 2022,03/01/2022,20/01/2022,21/01/2022,25/01/2022,,,03/02/2022,23/02/2022,20/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/249588/2022&type=EC&ID=196344
48,SIA/MP/MIN/39030/2019,banki crusher stone mine,Non-Coal Mining,17 Jul 2019,17/07/2019,16/07/2019,17/07/2019,31/07/2019,,,28/09/2019,31/10/2019,06/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/39030/2019&type=EC&ID=57344
49,SIA/MP/MIN/38929/1900,Pheti Stone Quarry of GMV INFRA FIRM,Non-Coal Mining,10 Jul 2019,10/07/2019,,,26/07/2019,,,30/07/2019,29/09/2019,06/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/38929/1900&type=EC&ID=57299
50,SIA/MP/MIN/181283/2020,Naipuriya Crusher Stone Quarry,Non-Coal Mining,31 Oct 2020,31/10/2020,,,04/12/2020,,,11/12/2020,29/12/2020,19/01/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/181283/2020&type=EC&ID=142325
51,SIA/MP/MIN/49253/2019,Khera-1 Pyrophillite & Diaspore Mine,Non-Coal Mining,31 Dec 2019,31/12/2019,,,13/01/2020,,,16/01/2020,14/02/2020,12/03/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/49253/2019&type=EC&ID=84078
52,SIA/MP/MIN/157156/2020,LALPUR ORDINARY SAND QUARRY,Non-Coal Mining,27 Jun 2020,11/06/2020,25/06/2020,27/06/2020,30/06/2020,,,01/07/2020,22/07/2020,05/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/157156/2020&type=EC&ID=111845
53,SIA/MP/MIN/157178/2020,Kunwarpura Khas Stone Quarry of Shri Ramniwas Sharma,Non-Coal Mining,13 Jul 2020,13/06/2020,30/06/2020,13/07/2020,19/08/2020,,,20/08/2020,14/09/2020,02/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/157178/2020&type=EC&ID=111853
54,SIA/MP/MIN/159906/2020,samnapurkala stone quarry,Non-Coal Mining,17 Aug 2020,23/06/2020,10/08/2020,17/08/2020,24/08/2020,,,25/08/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/159906/2020&type=EC&ID=114229
55,SIA/MP/MIN/227692/2021,Kharwakalan Stone Quarry,Non-Coal Mining,06 Sep 2021,04/09/2021,06/09/2021,06/09/2021,09/09/2021,,,14/09/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/227692/2021&type=EC&ID=190797
56,SIA/MP/MIN/64243/2021,Chhitipur Sand Mine Quarry,Non-Coal Mining,01 Jul 2021,28/06/2021,30/06/2021,01/07/2021,12/07/2021,,,13/07/2021,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/64243/2021&type=EC&ID=188743
57,SIA/MP/MIN/245907/2021,Devri Soil Quarry of Shri Girraj Rajouria,Non-Coal Mining,14 Feb 2022,18/12/2021,06/01/2022,14/02/2022,15/02/2022,,,25/02/2022,07/03/2022,09/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/245907/2021&type=EC&ID=195205
58,SIA/MP/MIN/33953/2019,BHANPUR SAND QUARRY,Non-Coal Mining,30 Mar 2019,30/03/2019,,,25/04/2019,,,25/04/2019,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/33953/2019&type=EC&ID=54420
59,SIA/MP/MIN/33963/2019,"Village - Harrai Gujraan, Tehsil- Mauganj, District Rewa M.P.",Non-Coal Mining,08 Apr 2019,08/04/2019,05/04/2019,08/04/2019,01/05/2019,,,17/05/2019,04/06/2019,24/06/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/33963/2019&type=EC&ID=54425
60,SIA/MP/MIN/178073/2020,Mawai Stone Quarry,Non-Coal Mining,04 Jan 2021,08/10/2020,04/12/2020,04/01/2021,23/01/2021,,,27/01/2021,08/02/2021,18/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/178073/2020&type=EC&ID=137667
61,SIA/MP/MIN/38236/2019,TARKA CRUSHER STONE QUARRY,Non-Coal Mining,10 Jul 2019,10/07/2019,02/07/2019,10/07/2019,31/07/2019,,,,,19/09/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/38236/2019&type=EC&ID=56952
62,SIA/MP/MIN/38029/2019,koidar flag stone quarry lease,Non-Coal Mining,24 Jun 2019,24/06/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/38029/2019&type=EC&ID=56835
63,SIA/MP/MIN/38126/2019,boriya stone mine,Non-Coal Mining,24 Jun 2019,24/06/2019,,,23/07/2019,,,26/07/2019,29/09/2019,25/09/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/38126/2019&type=EC&ID=56895
64,SIA/MP/MIN/38340/2019,BAGAUTA CRUSHER STONE QUARRY,Non-Coal Mining,27 Jul 2019,27/07/2019,16/07/2019,27/07/2019,03/09/2019,,,28/09/2019,31/10/2019,06/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/38340/2019&type=EC&ID=57008
65,SIA/MP/MIN/56403/2020,Bilaua Stone Quarry of Shri Amarnath Sharma,Non-Coal Mining,22 Jan 2021,22/01/2021,,,30/01/2021,,,04/02/2021,17/02/2021,24/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/56403/2020&type=EC&ID=160367
66,SIA/MP/MIN/42633/2019,Gangapur Stone Quarry,Non-Coal Mining,10 Sep 2019,10/09/2019,,,20/09/2019,,,28/09/2019,18/10/2019,15/11/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/42633/2019&type=EC&ID=63433
67,SIA/MP/MIN/140573/2020,Nigrani Metal Stone Quarry of Shri Vinod Patidar,Non-Coal Mining,04 Feb 2020,04/02/2020,,,19/02/2020,,,22/02/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/140573/2020&type=EC&ID=86685
68,SIA/MP/MIN/159949/2020,Kamton Kansiya Stone Quarry,Non-Coal Mining,24 Jun 2020,24/06/2020,,,02/07/2020,,,14/07/2020,01/08/2020,07/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/159949/2020&type=EC&ID=114242
69,SIA/MP/MIN/160488/2020,Bhamraha Stone Mine,Non-Coal Mining,09 Jul 2020,26/06/2020,08/07/2020,09/07/2020,15/07/2020,,,17/07/2020,01/08/2020,31/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/160488/2020&type=EC&ID=114361
70,SIA/MP/MIN/203311/2021,Bansara Soil/Murrum Temporary Permit,Non-Coal Mining,15 Mar 2021,12/03/2021,15/03/2021,15/03/2021,18/03/2021,,,18/03/2021,25/03/2021,18/05/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/203311/2021&type=EC&ID=173590
71,SIA/MP/MIN/44384/2019,Marha Quarry Lease,Non-Coal Mining,22 Nov 2019,22/11/2019,18/10/2019,22/11/2019,24/01/2020,,,05/02/2020,18/02/2020,06/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/44384/2019&type=EC&ID=68494
72,SIA/MP/MIN/164336/2020,Khajuriha Stone Quarry,Non-Coal Mining,24 Jul 2020,22/07/2020,24/07/2020,24/07/2020,10/08/2020,,,11/08/2020,11/09/2020,22/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/164336/2020&type=EC&ID=116335
73,SIA/MP/MIN/154670/2020,Chauki River Sand Quarry,Non-Coal Mining,08 Jun 2020,28/05/2020,04/06/2020,08/06/2020,12/06/2020,,,12/06/2020,21/06/2020,19/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/154670/2020&type=EC&ID=107166
74,SIA/MP/MIN/153735/2020,Sangam-2 Sand Mine quarry,Non-Coal Mining,20 May 2020,20/05/2020,,,23/05/2020,,,26/05/2020,16/09/2020,18/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/153735/2020&type=EC&ID=104891
75,SIA/MP/MIN/173372/2020,Harrahi Stone Quarry,Non-Coal Mining,22 Sep 2020,15/09/2020,17/09/2020,22/09/2020,26/09/2020,,,26/09/2020,09/11/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/173372/2020&type=EC&ID=130420
76,SIA/MP/MIN/173492/2020,Mahumandli Stone Quarry of J.P. Group of Construction,Non-Coal Mining,16 Sep 2020,16/09/2020,,,28/09/2020,,,28/09/2020,20/11/2020,27/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/173492/2020&type=EC&ID=130455
77,SIA/MP/MIN/29300/2008,"Expansion in Limestone Production Capacity in Budgauna Extension Limestone Mine (ML Area-87.992 ha) from 0.30 Million TPA to 0.60 Million TPA and 0.2405 Million cum per annum Top Soil, Waste & Mineral Reject near Villages-Baghwar and Godhatola, Tehsil-Rampur Naikin, District – Sidhi, (Madhya Pradesh).",Non-Coal Mining,26 Sep 2020,26/09/2020,,,24/11/2020,,,27/11/2020,28/12/2020,31/07/2009,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/29300/2008&type=EC&ID=130530
78,SIA/MP/MIN/173888/2020,"Ratna Mal Stone Quarry of Shri Rajiv Kumar Sahu S/o Shri Shambhu Prasad Sahu. Village- Ratna Mal, Tehsil- Bajag, District- Dindori, M.P. Khasra No.- 11 (Part)",Non-Coal Mining,18 Sep 2020,18/09/2020,,,22/09/2020,,,23/09/2020,09/11/2020,22/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/173888/2020&type=EC&ID=130566
79,SIA/MP/MIN/56782/2019,Salkanpur Stone Deposit,Non-Coal Mining,19 Sep 2020,19/09/2020,,,28/09/2020,,,28/09/2020,09/11/2020,27/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/56782/2019&type=EC&ID=130610
80,SIA/MP/MIN/56331/2020,Barachh-1 River Sand Mine,Non-Coal Mining,02 Dec 2021,14/04/2021,25/11/2021,02/12/2021,06/12/2021,,,10/12/2021,22/12/2021,02/02/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/56331/2020&type=EC&ID=175479
81,SIA/MP/MIN/239257/2021,DONGARIA KHURD STONE QUARRY LEASE,Non-Coal Mining,24 Jan 2022,17/12/2021,07/01/2022,24/01/2022,30/01/2022,,,03/02/2022,23/02/2022,20/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/239257/2021&type=EC&ID=193453
82,SIA/MP/MIN/258412/2022,KOTA RED OCHRE Mine,Non-Coal Mining,14 Mar 2022,26/02/2022,08/03/2022,14/03/2022,16/03/2022,,,21/03/2022,01/04/2022,29/04/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/258412/2022&type=EC&ID=199639
83,SIA/MP/MIN/257772/2022,Dhabaipada Stone Deposit,Non-Coal Mining,01 Apr 2022,22/02/2022,24/02/2022,01/04/2022,06/04/2022,,,06/04/2022,18/04/2022,26/05/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/257772/2022&type=EC&ID=199465
84,SIA/MP/MIS/70646/2021,"PROPOSED 1 MLD COMMON EFFLUENT TREATMENT PLANT BASED ON ZLD by NICDC Vikram Udyogpuri Limited at Plot No. 64, Zone II, Village Narwar, Tah. Ujjain State Madhya Pradesh",INFRA-2,25 May 2022,25/05/2022,,,03/06/2022,,,13/06/2022,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIS/70646/2021&type=EC&ID=203671
85,SIA/MP/MIN/54810/2018,4.339 ha Miragpur Manganese ore Mine,Non-Coal Mining,17 Jul 2020,17/07/2020,,,28/07/2020,,,06/08/2020,25/08/2020,14/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/54810/2018&type=EC&ID=116212
86,SIA/MP/MIN/163947/2020,Stone Quarry Village Katariyakhedi,Non-Coal Mining,12 Aug 2020,17/07/2020,07/08/2020,12/08/2020,17/09/2020,,,17/09/2020,07/11/2020,22/10/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/163947/2020&type=EC&ID=116231
87,SIA/MP/MIN/154213/2020,Kodli Sand Quarry,Non-Coal Mining,28 May 2020,28/05/2020,,,02/06/2020,,,04/06/2020,13/06/2020,18/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/154213/2020&type=EC&ID=106030
