,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
0,SIA/KA/MIN/270226/2022,Building Stone Quarry,Non-Coal Mining,01 Jun 2022,29/04/2022,04/05/2022,05/05/2022,09/05/2022,31/05/2022,01/06/2022,03/06/2022,,12/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/270226/2022&type=EC&ID=202692
1,SIA/KA/MIN/195174/2021,Building Stone Quarry,Non-Coal Mining,30 Jan 2021,30/01/2021,,,05/02/2021,,,27/07/2021,,08/11/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/195174/2021&type=EC&ID=161584
2,SIA/KA/MIN/53166/2016,Hebbal Dolomite and Limestone Mine,Non-Coal Mining,25 Apr 2016,25/04/2016,,,28/04/2016,,,17/05/2016,12/07/2016,03/08/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/53166/2016&type=EC&ID=19613
3,SIA/KA/MIN/36655/2015,"“Building Stone Quarry” of 
V M Vijay at Sy No: 36/3(P), 
Yalakanur Village, Somwarpet Taluk, Kodagu District, Karnataka. Extent: 1-00 Acres",Non-Coal Mining,29 Dec 2015,29/12/2015,,,30/12/2015,,,01/01/2016,05/04/2016,26/04/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/36655/2015&type=EC&ID=5802
4,SIA/KA/MIN/36669/2015,"“Building Stone Quarry” of V M Vijay over an extent of 2-20 Acres at Sy No: 36/8(P), Yalakanuru Village, Somwarpet Taluk, Kodagu District, Karnataka",Non-Coal Mining,29 Dec 2015,29/12/2015,,,30/12/2015,,,01/01/2016,05/04/2016,26/04/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/36669/2015&type=EC&ID=5815
5,SIA/KA/MIS/165063/2020,M/s. Janaadhar South1 Projects LLP,INFRA-2,24 Jul 2020,24/07/2020,,,17/12/2020,,,,,04/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIS/165063/2020&type=EC&ID=117492
6,SIA/KA/MIN/32973/2015,"“Building Stone Quarry” over an extent of 1-00 Acres at Sy No: 105/4A, Yamagarni Village, Chikkodi Taluk, Belgaum District, Karnataka.",Non-Coal Mining,19 Nov 2015,19/11/2015,,,20/11/2015,,,27/11/2015,05/01/2016,27/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/32973/2015&type=EC&ID=2388
7,SIA/KA/MIN/2773/2015,"“Building Stone Quarry” of  P.S. Anthony Sy No: 06, Yeduru Village,  Mudigere Taluk,  Chikkamagaluru District,  Karnataka",Non-Coal Mining,03 Oct 2015,03/10/2015,,,06/10/2015,,,07/10/2015,28/11/2015,11/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2773/2015&type=EC&ID=24841
8,SIA/KA/MIN/2664/2015,Building Stone Quarry,Non-Coal Mining,01 Oct 2015,01/10/2015,,,03/10/2015,,,07/10/2015,11/03/2016,28/03/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2664/2015&type=EC&ID=24864
9,SIA/KA/MIN/2408/2015,"“Building Stone Quarry” of  M/s. Archean Granites Private Ltd at Beeranakoppa Village, BangarpetTaluk, Kolar District,",Non-Coal Mining,01 Oct 2015,01/10/2015,,,,,,,,02/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2408/2015&type=EC&ID=24871
10,SIA/KA/MIN/1858/2015,"“Building Stone Quarry” of  K.S.Ashwathanarayana Gowda at  Sy No: 9,  Bandihalli Village, Hassan Taluk, Hassan District, Karnataka.",Non-Coal Mining,07 Sep 2015,07/09/2015,,,08/09/2015,,,09/09/2015,06/11/2015,03/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1858/2015&type=EC&ID=25119
11,SIA/KA/MIN/1731/2015,"“Building Stone Quarry” of  Sri. Pandu Appu Tarale at Sy No. 80/6 (P) of Ambewadi Village, Belagavi Taluk, Belagavi District, Karnataka",Non-Coal Mining,02 Sep 2015,02/09/2015,,,03/09/2015,,,09/09/2015,30/10/2015,16/11/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1731/2015&type=EC&ID=25145
12,SIA/KA/MIN/1678/2015,"“Building Stone Quarry” of M/s. S N R Enterprises Over an extent of 3-24 Acres under (Government  Land)  at Survey No. 29 (P),  Huluvenahalli Village,  Bangalore south  Taluk,  Bangalore urban District,  Karnataka.",Non-Coal Mining,01 Sep 2015,01/09/2015,,,01/09/2015,,,02/09/2015,30/10/2015,15/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1678/2015&type=EC&ID=25160
13,SIA/KA/NCP/3616/2015,"Construction of 3 BHK Housing Project Phase – V at Valagerahalli, Gnanabharathi Lay out, Kengeri Hobli, Bangalore South Taluk by Bangalore Development Authority [BDA].",INFRA-1,30 Oct 2015,30/10/2015,,,,,,,,31/03/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/3616/2015&type=EC&ID=25189
14,SIA/KA/NCP/1790/2015,Proposed Residential Development Project,INFRA-1,03 Sep 2015,03/09/2015,,,07/09/2015,,,09/09/2015,30/11/2015,18/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/1790/2015&type=EC&ID=25194
15,SIA/KA/NCP/1369/2015,Park West Apartment,INFRA-1,29 Sep 2015,29/09/2015,,,27/08/2015,,,02/09/2015,05/01/2016,16/02/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/1369/2015&type=EC&ID=25200
16,SIA/KA/NCP/2588/2015,Building & Construction projects,INFRA-1,29 Sep 2015,29/09/2015,,,30/09/2015,,,03/10/2015,22/01/2016,15/03/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/2588/2015&type=EC&ID=25203
17,SIA/KA/NCP/72980/2018,"EC for Commercial (Office Building) at Katha old No.112 New No.492, Sy
No.60/1 Mahadevapura Village, K.R.Puram Hobali, Bangalore East",INFRA-1,15 Feb 2018,15/02/2018,,,19/02/2018,,,21/02/2018,26/03/2018,16/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/72980/2018&type=EC&ID=42519
18,SIA/KA/NCP/53796/2016,Akshay Sky Mall,INFRA-1,23 May 2016,23/05/2016,21/05/2016,23/05/2016,23/05/2016,,,16/06/2016,12/07/2016,25/08/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/53796/2016&type=EC&ID=20130
19,SIA/KA/MIN/70671/2017,"“Narve Sand Block - OSB-25 River Sand Quarry” Adjacent to Sy. No. - 68, 78, 79, 81 in Narve Village & Sy. No. 56 in Goravanahalli Village in Hemavathi River bed,an extent of 16-00 Acres ",Non-Coal Mining,17 Nov 2017,17/11/2017,02/11/2017,17/11/2017,18/11/2017,,,27/11/2017,10/01/2018,12/01/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/70671/2017&type=EC&ID=39111
20,SIA/KA/MIS/224270/2021,Proposed Residential Tower project,INFRA-2,11 Aug 2021,11/08/2021,,,13/08/2021,,,14/09/2021,17/11/2021,14/12/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIS/224270/2021&type=EC&ID=190046
21,SIA/KA/MIN/44648/2019,"“Shahabad Stone (Cherty Lime Stone ) Quarry” of  Sri. Arif Patel, S/o Jafar Patel",Non-Coal Mining,12 Oct 2019,12/10/2019,,,23/10/2019,,,14/11/2019,04/02/2020,17/01/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/44648/2019&type=EC&ID=68673
22,SIA/KA/MIS/122005/2019,GREEN NESTO,INFRA-2,17 Oct 2019,17/10/2019,,,23/10/2019,,,23/10/2019,31/01/2020,20/01/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIS/122005/2019&type=EC&ID=69878
23,SIA/KA/NCP/71418/2017,"Residential Apartment project by M/s. Ruchira Projects Pvt Ltd., at Sy. No 12/2 at Bandapura Village, Bidarahalli Hobli, Bangalore East Taluk, Bangalore Urban District.",INFRA-1,05 Dec 2017,05/12/2017,,,07/12/2017,,,19/12/2017,12/02/2018,22/02/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/71418/2017&type=EC&ID=40587
24,SIA/KA/MIN/2744/2015,Ucchangidurga Building Stone Quarry,Non-Coal Mining,02 Oct 2015,02/10/2015,,,,,,,,08/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2744/2015&type=EC&ID=24851
25,SIA/KA/MIN/2740/2015,"“Shahabad Stone Quarry” of  Sri. Lachamayya at Kontanapalli Village, Sedam Taluk, Kalburgi District,",Non-Coal Mining,02 Oct 2015,02/10/2015,,,,,,,,11/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2740/2015&type=EC&ID=24854
26,SIA/KA/MIN/2672/2015,"“Building Stone Quarry” of  Sri Shanthakumar at Kouthamaranahalli Village, Tumkur Taluk, Tumkur District,",Non-Coal Mining,01 Oct 2015,01/10/2015,,,01/10/2015,,,03/10/2015,14/12/2015,29/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2672/2015&type=EC&ID=24862
27,SIA/KA/MIN/2649/2015,"“Shahabad Stone Quarry” of  Sri. Vithal Reddy at  Sy No: 53,  Madakal Village, Sedam Taluk, Kalburgi District, Karnataka 1-00",Non-Coal Mining,30 Sep 2015,30/09/2015,,,01/10/2015,,,03/10/2015,06/11/2015,02/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2649/2015&type=EC&ID=24873
28,SIA/KA/MIN/1121/2015,"Thimmapur Limestone & Dolomite mine Of Sri. Prahlad H. Pujar at Sy, No, 81, 82, 83, 84, 85 & 86  in Thimmapur Village, Mudhol taluk,  Bagalkot Dist, Karnataka State",Non-Coal Mining,14 Aug 2015,14/08/2015,,,18/08/2015,,,02/09/2015,27/11/2015,27/11/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1121/2015&type=EC&ID=24901
29,SIA/KA/RIV/2400/2015,Ordinary Sand Block,River Valley and Hydroelectric Projects,22 Sep 2015,22/09/2015,,,23/09/2015,,,03/10/2015,30/10/2015,24/11/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/RIV/2400/2015&type=EC&ID=24903
30,SIA/KA/MIN/2350/2015,Granite Building Stone Quarry,Non-Coal Mining,21 Sep 2015,21/09/2015,,,23/09/2015,,,03/10/2015,06/11/2015,02/12/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2350/2015&type=EC&ID=24917
31,SIA/KA/MIN/2335/2015,“Building Stone Quarry” of Sri M. Sandeep,Non-Coal Mining,21 Sep 2015,21/09/2015,,,22/09/2015,,,03/10/2015,14/12/2015,27/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/2335/2015&type=EC&ID=24920
32,SIA/KA/MIN/785/2015,“Building Stone Quarry” of M Thimmappa,Non-Coal Mining,05 Aug 2015,05/08/2015,,,11/08/2015,,,09/09/2015,06/10/2015,28/10/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/785/2015&type=EC&ID=24948
33,SIA/KA/MIN/194069/2021,Shahabad Stone Quarry,Non-Coal Mining,21 Jan 2021,21/01/2021,,,27/01/2021,,,,,03/07/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/194069/2021&type=EC&ID=160306
34,SIA/KA/NCP/70411/2017,Nitesh Cape Cod,INFRA-1,19 Oct 2017,19/10/2017,25/10/2017,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/70411/2017&type=EC&ID=39003
35,SIA/KA/IND2/17537/2016,-1,Industrial Projects - 2,21 Oct 2017,21/10/2017,,,25/10/2017,,,28/10/2017,,05/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/IND2/17537/2016&type=EC&ID=39019
36,SIA/KA/NCP/70434/2017,NITESH CAPE COD,INFRA-1,22 Oct 2017,22/10/2017,25/10/2017,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/70434/2017&type=EC&ID=39023
37,SIA/KA/NCP/70636/2017,Proposed Residential Apartment by M/s Axis Concepts Capstone Pvt Ltd,INFRA-1,28 Oct 2017,28/10/2017,,,04/11/2017,,,18/11/2017,20/12/2017,09/01/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/70636/2017&type=EC&ID=39095
38,SIA/KA/MIN/162914/2020,“Nekkiladi Sand Block” of Sri. S Anand,Non-Coal Mining,10 Jul 2020,10/07/2020,,,04/09/2020,,,,,04/09/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/162914/2020&type=EC&ID=115992
39,SIA/KA/MIN/3942/2015,Building Stone Quarry,Non-Coal Mining,05 Nov 2015,05/11/2015,,,07/11/2015,,,13/11/2015,14/12/2015,08/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/3942/2015&type=EC&ID=24625
40,SIA/KA/MIN/3884/2015,BUILDING STONE QUARRY,Non-Coal Mining,04 Nov 2015,04/11/2015,,,05/11/2015,,,06/11/2015,14/12/2015,07/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/3884/2015&type=EC&ID=24645
41,SIA/KA/MIN/3832/2015,"“Sand Quarry” in   Chikkahole Kagnur Block 1 adjacent to Sy. No. 18,19,31,168 &167 Block no. 1  of Kagnur village of Chikkahole, Alur Taluk, Hassan District, Karnataka",Non-Coal Mining,03 Nov 2015,03/11/2015,,,,,,,,12/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/3832/2015&type=EC&ID=24669
42,SIA/KA/MIN/3818/2015,"“Building Stone Quarry” of  Sri. Balaji Stone Crusher at Ambewadi Village, Belagavi Taluk",Non-Coal Mining,03 Nov 2015,03/11/2015,,,06/11/2015,,,06/11/2015,14/12/2015,11/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/3818/2015&type=EC&ID=24676
43,SIA/KA/MIN/3610/2015,"Building Stone Quarrying Lease(renewal) Notified  in S No 249/p1 Tenka Yedapadavu Village, Mangaluru Taluk, Dakshina Kannada District,Karnataka to  Shrri krishnappa Poojary",Non-Coal Mining,03 Nov 2015,03/11/2015,,,03/11/2015,,,06/11/2015,14/12/2015,06/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/3610/2015&type=EC&ID=24677
44,SIA/KA/NCP/3079/2015,REVANTA,INFRA-1,13 Oct 2015,13/10/2015,,,,,,,,13/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/3079/2015&type=EC&ID=25223
45,SIA/KA/IND/3217/2015,Establishment of Standalone Grinding Cement Industry,Industrial Projects - 1,17 Oct 2015,17/10/2015,,,19/10/2015,,,28/10/2015,05/01/2016,29/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/IND/3217/2015&type=EC&ID=25225
46,SIA/KA/NCP/72972/2018,SOWPARNIKA KUMBALGODU,INFRA-1,26 Feb 2018,26/02/2018,19/02/2018,26/02/2018,26/02/2018,,,28/02/2018,26/03/2018,11/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/72972/2018&type=EC&ID=42511
47,SIA/KA/NCP/72983/2018,VILLA DEVELOPMENT @DODDAGUBBI,INFRA-1,15 Feb 2018,15/02/2018,,,19/02/2018,,,21/02/2018,26/03/2018,19/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/72983/2018&type=EC&ID=42520
48,SIA/KA/NCP/73766/2018,Proposed Residential Development,INFRA-1,28 Mar 2018,28/03/2018,,,03/04/2018,,,04/04/2018,08/05/2018,15/06/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/73766/2018&type=EC&ID=43087
49,SIA/KA/MIN/43021/2019,“Ornamental Granite Quarry” of  M/s Devi Kamakshi Granites & Stones,Non-Coal Mining,17 Sep 2019,17/09/2019,,,23/10/2019,,,24/10/2019,31/01/2020,11/12/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/43021/2019&type=EC&ID=63706
50,SIA/KA/MIN/43579/2018,Building Stone Quarry,Non-Coal Mining,25 Sep 2019,25/09/2019,,,23/10/2019,,,14/11/2019,04/02/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/43579/2018&type=EC&ID=65021
51,SIA/KA/MIN/43843/2019,“Neeralgi Ordinary Sand Quarry” In Patta Land Of Shrikanth. G. Sulibhavi,Non-Coal Mining,28 Sep 2019,28/09/2019,,,23/10/2019,,,14/11/2019,04/02/2020,24/12/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/43843/2019&type=EC&ID=67153
52,SIA/KA/MIN/43897/2019,“Ordinary Sand Quarry” in patta land By Sri. Khaja Hussain B,Non-Coal Mining,03 Oct 2019,03/10/2019,,,23/10/2019,,,14/11/2019,04/02/2020,04/03/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/43897/2019&type=EC&ID=67189
53,SIA/KA/IND2/44027/2017,"60 KLPD Second Generation (2G) Ethanol Project by Mangalore  Refinery and Petrochemicals Limited at  Hanagawadi Village, Harihar Taluk, Davangere District, Karnataka",Industrial Projects - 2,01 Oct 2019,01/10/2019,,,23/10/2019,,,25/11/2019,02/07/2020,21/01/2023,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/IND2/44027/2017&type=EC&ID=67284
54,SIA/KA/MIN/94908/2019,"“Building Stone (Basalt) Quarry” over an extent of 2-20 Acres at Sy No. 23(P),Sultanpur (J) village,Bidar Taluk Bidar District,Karnataka",Non-Coal Mining,12 Feb 2019,12/02/2019,12/02/2019,12/02/2019,13/02/2019,,,20/04/2019,02/07/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/94908/2019&type=EC&ID=52779
55,SIA/KA/MIN/95051/2019,"“Building stone (Basalt) Quarry” over an extent of 1-00 Acres at Sy. No. 19/1, Mudbi village, Basavakalyan Taluk, Bidar District, Karnataka",Non-Coal Mining,08 Feb 2019,08/02/2019,,,14/02/2019,,,20/04/2019,06/06/2019,10/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/95051/2019&type=EC&ID=52821
56,SIA/KA/IND2/151882/2020,"Proposed Product mix  expansion of cosmaceutical, Active Pharmaceuticals and Specialty chemicals",Industrial Projects - 2,21 Apr 2020,21/04/2020,06/02/2021,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/IND2/151882/2020&type=EC&ID=103413
57,SIA/KA/MIS/151947/2020,Bunts Alias Nadavara Mathr Sangha Centenary Convention Centre,INFRA-2,22 Apr 2020,22/04/2020,,,27/05/2020,,,,,17/08/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIS/151947/2020&type=EC&ID=104432
58,SIA/KA/MIN/71734/2017,PINK GRANITE QUARRY,Non-Coal Mining,20 Dec 2017,20/12/2017,,,22/12/2017,,,06/01/2018,02/05/2018,11/05/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/71734/2017&type=EC&ID=40755
59,SIA/KA/MIN/62640/2017,"“Sand Quarry” at Hennali Sand Mining Block-1 in Hemavathi River bed over an extent of 18.00 Acre (7.28 Ha) adjacent to Sy. No. 160, 164, 165, 170, 175 & 176 of Hennali Village, Sakaleshpura Taluk, Hassan District, Karnataka",Non-Coal Mining,20 Feb 2017,20/02/2017,,,20/02/2017,,,04/03/2017,16/03/2017,10/04/2017,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/62640/2017&type=EC&ID=34232
60,SIA/KA/MIN/41510/2016,balkundi pink granite quarry,Non-Coal Mining,21 Jan 2016,21/01/2016,21/01/2016,21/01/2016,22/01/2016,,,03/09/2016,03/09/2016,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/41510/2016&type=EC&ID=10319
61,SIA/KA/MIN/1853/2015,Building Stone Quarry of M/s. Hi-Tech Rock Products and Aggregates Ltd,Non-Coal Mining,06 Sep 2015,06/09/2015,,,07/09/2015,,,09/09/2015,06/10/2015,19/10/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1853/2015&type=EC&ID=25120
62,SIA/KA/MIN/1736/2015,“Building Stone Quarry” of Sri Shankar Murthy,Non-Coal Mining,02 Sep 2015,02/09/2015,,,05/09/2015,,,09/09/2015,04/12/2015,15/04/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1736/2015&type=EC&ID=25144
63,SIA/KA/NCP/2583/2015,"Proposed Residential Apartments & project By M/s. Reddy Housing Pvt Ltd No 133/1,2nd floor,  The Residency, Residency Road, Bangalore-560025 at  Sy. No: 12/5,12/6,12/8,12/9,12/10 Sonnappanahalli Village, Jala Hobali, Bangalore North  Taluk, Bangalore",INFRA-1,29 Sep 2015,29/09/2015,,,29/09/2015,,,03/10/2015,06/11/2015,05/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/2583/2015&type=EC&ID=25202
64,SIA/KA/RIV/2297/2015,Ordinary Sand Block,River Valley and Hydroelectric Projects,19 Sep 2015,19/09/2015,,,23/09/2015,,,03/10/2015,30/10/2015,24/11/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/RIV/2297/2015&type=EC&ID=24926
65,SIA/KA/MIN/600/2015,building stone quarry of Sri Sundarbabu,Non-Coal Mining,31 Jul 2015,31/07/2015,,,07/08/2015,,,31/08/2015,04/12/2015,05/05/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/600/2015&type=EC&ID=24933
66,SIA/KA/MIN/753/2015,Building Stone Quarry Sri C Mallesh,Non-Coal Mining,03 Aug 2015,03/08/2015,,,07/08/2015,,,31/08/2015,06/10/2015,28/10/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/753/2015&type=EC&ID=24940
67,SIA/KA/MIN/781/2015,Building Stone Quarry,Non-Coal Mining,04 Aug 2015,04/08/2015,,,07/08/2015,,,31/08/2015,06/10/2015,28/10/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/781/2015&type=EC&ID=24946
68,SIA/KA/MIN/675/2015,Building Stone Quarry,Non-Coal Mining,07 Aug 2015,07/08/2015,,,10/08/2015,,,09/09/2015,06/10/2015,20/10/2015,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/675/2015&type=EC&ID=24958
69,SIA/KA/MIN/1221/2015,"“Fuller’s Earth Quarry” of  Sri Basavaraj Galangalappa Patil at  Sy No: 68/3,  Kudhalli Village,  Chincholi Taluk,  Kalaburgi District, Karnataka",Non-Coal Mining,18 Aug 2015,18/08/2015,,,19/08/2015,,,02/09/2015,04/12/2015,16/01/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/1221/2015&type=EC&ID=24981
70,SIA/KA/NCP/38025/2016,"proposed residential apartment project by Smt. H Shailaja at Sy. No. 186/4, Kaggadasapura Village, Varthur Hobli, Bangalore East Taluk, Bengaluru Urban District.",INFRA-1,04 Jan 2016,04/01/2016,12/01/2016,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/38025/2016&type=EC&ID=7093
71,SIA/KA/MIN/184255/2020,“Building Stone Quarry” of  Sri. Ibrahim Sharief,Non-Coal Mining,21 Nov 2020,21/11/2020,,,21/12/2020,,,28/12/2020,14/11/2021,15/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/184255/2020&type=EC&ID=144096
72,SIA/KA/MIN/899/2015,RAMARAYAIPATIL,Non-Coal Mining,08 Aug 2015,08/08/2015,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/899/2015&type=EC&ID=314
73,SIA/KA/MIN/44262/2019,Ordinary Sand Quarry,Non-Coal Mining,04 Oct 2019,04/10/2019,,,23/10/2019,,,14/11/2019,04/02/2020,16/01/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/44262/2019&type=EC&ID=68418
74,SIA/KA/IND2/17203/2015,"Proposed Construction of Fishing Harbour & Training wall at Hejamadikodi Fish Landing Center At Hejamadikodi Village, Udipi Taluk, Udipi District, Karnataka State",Industrial Projects - 2,08 Sep 2016,08/09/2016,,,08/09/2016,,,20/09/2016,09/11/2016,11/11/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/IND2/17203/2015&type=EC&ID=27496
75,SIA/KA/MIN/254557/2022,BUILDING STONE QUARRY,Non-Coal Mining,28 Feb 2022,02/02/2022,,,07/02/2022,15/02/2022,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/254557/2022&type=EC&ID=198687
76,SIA/KA/MIN/52090/2016,NIDAGAL MULTI COLOUR GRANITE QUARRY,Non-Coal Mining,25 Mar 2016,25/03/2016,23/03/2016,25/03/2016,29/03/2016,,,05/04/2016,16/06/2016,07/11/2017,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/52090/2016&type=EC&ID=15764
77,SIA/KA/MIS/39079/2019,“Divyasree Technopolis”,INFRA-2,12 Jul 2019,12/07/2019,,,16/07/2019,,,31/07/2019,01/06/2020,04/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIS/39079/2019&type=EC&ID=57375
78,SIA/KA/MIN/162021/2020,Building Stone Quarry,Non-Coal Mining,08 Dec 2020,04/07/2020,,,04/09/2020,07/12/2020,08/12/2020,09/12/2020,29/12/2020,18/03/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/162021/2020&type=EC&ID=115757
79,SIA/KA/MIN/40416/2016,Building Stone Quarry of G.S.Rathnamma,Non-Coal Mining,12 Jan 2016,12/01/2016,,,13/01/2016,,,18/01/2016,25/04/2016,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/40416/2016&type=EC&ID=9294
80,SIA/KA/NCP/32906/2015,Anand Somu Pristine,INFRA-1,18 Nov 2015,18/11/2015,,,19/11/2015,,,19/11/2015,05/04/2016,15/04/2016,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/32906/2015&type=EC&ID=2328
81,SIA/KA/MIN/139063/2020,“Ordinary Sand Quarry” of Sri. Sunil C Hanji,Non-Coal Mining,27 Jan 2020,27/01/2020,,,15/04/2020,,,22/05/2020,,23/06/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/MIN/139063/2020&type=EC&ID=86280
82,SIA/KA/NCP/72115/2018,"Proposed Residential Apartment and Commercial Building project at Sy No. 44 at Pattanduru Agrahara Village, K R Puram  Hobli, Bangalore East Taluk, Bangalore.",INFRA-1,08 Jan 2018,08/01/2018,,,09/01/2018,,,12/01/2018,23/02/2018,10/04/2018,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/KA/NCP/72115/2018&type=EC&ID=41944
