Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,SIA/BR/MIN/148886/2020,,"Brick Earth Village- Sabalpur, P.O- Sonpur, P.S- Sonpur, District- Saran(Bihar)",RADHA BRICKS.,Delisted,EC,
2,SIA/BR/MIN/60747/2016,SIA/1(a)/390/16,Sand Mining Project  of Area 7 Ha  at  Bibipur Nanaura-Marhipar Ghat on Dhardha Karuara River  of District-Patna  of State-Bihar,BROADSON COMODITIES PVT LTD,EC Granted,EC,
3,SIA/BR/MIN/30962/2019,SIA/1(a)/592/18,Bhour Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
4,SIA/BR/MIN/30968/2019,SIA/1(a)/559/18,kendua Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
5,SIA/BR/MIN/63518/2017,SIA/1(a)/452/17,"Soil Mining Project at Vill- Matihani Jalalpur, P.S- Matihani, Begusarai, Bihar",PUNJLLOYD LIMITED,Delisted,EC,
6,SIA/BR/MIN/129931/2019,,"proposed Brick Earth Mining Project at Vill: Sukumarpur, P.O- Jafrabad, P.S- Raghopur, District- Vaishali, State- Bihar, Area: 1.18 Ha of M/s Radha Bricks",RADHABRICKS,Delisted,EC,
7,SIA/BR/MIN/131459/2019,,"CHAKIA M/S TARA INT UDYOG with production capacity 4708.62 TPA at Mauza- Chakia, Thana No.- 157, Khata No. 118. Plot No. 1205, 1141, 1143 & 1229. Area,2.50 Ac, 1.01 Ha, P.S. + Circle- Dehri on Sone, D",M/S TARA INT UDYOG PRAT:-IFTAKHARAHMAD,Delisted,EC,
8,SIA/BR/MIN/132692/2019,,"M/s. SWASTIC BRICKS Project, For Production Capacity – 3629.70 cum (or 5081.58 TPA), Area-1.09Ha  (2.70Ac), Thana No.- 137, Khata  No. 147, Mauza - Bhergawan P.S. + Circle - Dhanarua, District- Patna,",SADAN KISHOR PRASAD,Delisted,EC,
9,SIA/BR/MIN/136625/2020,,"Brick Earth Mining Project at Village- Sidhari, P.O- Ishipur, P.S- Barahat, Anchal- Pirpainti, District- Bhagalpur (Bihar)",M/S J.M.A BRICKS,Delisted,EC,
10,SIA/BR/MIS/197523/2021,SIA/8(a)/1277/2021,Warehouse Project,M/S ALCASO INFRASPACE PVT LTD,WithdrawEC,EC,
11,SIA/BR/MIS/58608/2016,SIA/8(a)/335/16,Concicons Tranquial Residential Building Project,CONCICON CONSTRUCTION PVT LTD,EC Granted,EC,
12,SIA/BR/MIN/60871/2016,SIA/1(a)/401/16,Sand Mining Project at Dariapur Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,
13,SIA/BR/MIN/33312/2019,,Proposed Sand Mining Project of Area 4.90 Ha at Diara 2 Melhani  Ghat on Ghaghra (Sarayu) River of District-Siwan of State-Bihar,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,
14,SIA/BR/MIN/33340/2019,,Proposed Sand Mining Project of Area  4.90 Ha  at Panch Mandir  Ghat (Darauli) on Ghaghra (Sarayu) River of District-Siwan of State-Bihar,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,
15,SIA/BR/MIN/33599/2019,,Proposed Sand Mining Project of Area  4.5 Ha  at Mahua Ghat on  Ghaghra (Sarayu) River of District-Siwan of State-Bihar.,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,
16,SIA/BR/MIN/36017/2019,,"Report of Brick Earth Mining Project of Area 2.62 Acres or 1.06 Hectare for M/s J.P.S Bricks at Vill/Mauza- Narayanpur,P.O- Narayanpur, P.S + Anchal- Bihta, District- Patna, State: Bihar",MS JPS BRICKS,Pending at PP due to eds,EC,
17,SIA/BR/MIN/59823/2016,,"TILKARI GHATS OF MAHANI RIVER”,over an area of 1.8 Ha
Tehsil Tetiha Bambor, District Munger, Bihar.",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,
18,SIA/BR/MIN/126282/2019,,"Brick Earth mining in Gata No. 1058,1069,269,283,135,225,236,380 of village Cheriya, tehsil-Bhagwanpur, District-Begusarai, Bihar",MAA-BRICKS,Delisted,EC,
19,SIA/BR/MIN/133884/2019,,"Baghari M/S YOGI ETT UDYOG Earth Mining Projec, Thana No -43 Khata No.-173, Plot No.- 3751 & 3752,Area-0.93 Ha or (2.30 Ac) For production capacity 4335.66 TPA, Mauza- Baghari, P.S.- Sursand ,Circle -",M/S YOGI ETT UDYOG PROPONENT KIRAN DEVI,Delisted,EC,
20,SIA/BR/MIN/139756/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUTURE LTD. MAUZA DIGHARI MANSI CHAUTHAM KHAGARIA,BSCPL INFRASTRUCTURE LTD. MAUZA DIGHARI AREA 11.00 AC,Delisted,EC,
21,SIA/BR/MIN/18371/2015,SIA/1(a)/442/17,"Matokhar & Surdaspur Stone Mine, Block-06, Area - 5.26 ha, Village - Matokhar & Surdaspur, Sheikhpura",SH AMAN SETHI,EC Granted,EC,
22,SIA/BR/MIN/30966/2015,SIA/1(a)/05/2015,RAJA EINT UDYOG,CA RANJEET KUMAR JHA,Delisted,EC,
23,SIA/BR/MIN/70062/2017,,Proposed Sand Mining Project at Baikatpur Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
24,SIA/BR/MIN/70128/2017,,Sand mining project at Parsawan ghat on Morhar river,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
25,SIA/BR/MIN/134596/2020,,"Bhagipatti, Jhil & Suksenva Bhawaniray M/S. SAI BABA ETT UDYOG  Earth Mining Project, Thana  No-484 & 486,Khata No- 280, 74 & 08. Plot No.1336, 1338, 43, 93, 91, & 276. Area 1.25 HA (3.09Ac)    For pr",M/S SAI BABA ETT UDYOG PROP- ALOK KUMAR GUPTA,Delisted,EC,
26,SIA/BR/MIN/145730/2020,,Brick Kiln Soil Mining Project,M/S KHAJA GARIB NAWAZ BRICKS,Delisted,EC,
27,SIA/BR/MIN/131881/2019,,M/s Vijay Int. Udyog,M/S VIJAY UDYOG (BARUN KUMAR),Delisted,EC,
28,SIA/BR/MIN/138710/2020,,ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA ALAULI KHAGARIA,BSCPL INFRASTRUCTURE LTD. MAUZA MEGHAUNA AREA 12.34 AC,Delisted,EC,
29,SIA/BR/MIS/70669/2021,SIA/8(b)/1851/2021,"BIHAR ANIMAL SCIENCES UNIVERSITY (BASU) AT PATNA, BIHAR",BIHAR ANIMAL SCIENCES UNIVERSITY (BASU),EC Granted,EC,
30,SIA/BR/MIN/66115/2017,SIA/1(a)/582/18,Sand Mining Project at Nariyana Chacho Sand Ghat on river Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
31,SIA/BR/NCP/65446/2017,,“ORBITO” COMMERCIAL AND RESIDENTIAL PROJECT,MUNDESHWARY MULTICON,Delisted,EC,
32,SIA/BR/MIS/125023/2019,SIA/8(a)/697/19,"Government Medical College and Hospital at Sitamarhi, Bihar",DEPARTMENT OF HEALTH GOVERMENT OF BIHAR,EC Granted,EC,
33,SIA/BR/MIN/144177/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA AMBAICHARUA,BSCPL INFRASTRUCTURE LTD MAUZA AMBAICHARUA AREA 9.68 AC,Delisted,EC,
34,SIA/BR/IND/49750/2019,,Indira Paper Mill Pvt. Ltd. (IPMPL),INDIRA PAPER MILL PVT LTD,Pending at PP due to eds,EC,
35,SIA/BR/INFRA2/417444/2023,SIA/8(a)/2311/2023,The Breeze (Residential Building project of Bhavya Construction Private Limited JV),BHAVYA CONSTRUCTION PRIVATE LIMITED JV,EC Granted,EC,
36,SIA/BR/IND/37807/2017,,M/s Rock Hill Hi-Tech Cement Pvt. Ltd.,ROCK HILL HITECH CEMENT PVT LTD,Delisted,EC,
37,SIA/BR/MIN/129833/2019,,Sand Mining Project at Runnisaidpur   Sand Ghat (4.80 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,
38,SIA/BR/MIN/130384/2019,,"Proposed Brick Earth Mining Project of Area 1.27 Hectare Or 3.15 Acer M/S Shiva Int Udyog at Village - Shampur, P.S + Block- Majhaulia, District- West Champaran, State - Bihar",M/S SHIVA INT UDYOG,Delisted,EC,
39,SIA/BR/MIN/30748/2015,3496,Brick Clay Mining - M/s D.K Bricks - B2,D K BRICKS,Delisted,EC,
40,SIA/BR/MIN/30921/2019,SIA/1(a)/608/19,"Tetarhat Sand Ghat Mining Project of Area 21.50 ha of Lakhisarai District, Bihar on Kiul River",WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
41,SIA/BR/MIN/136583/2020,,"BRICK EARTH MINING PROJECT FOR M/S BOSS BRICKS, MAUZA KHUSALPUR PRANPUR KATIHAR, AREA -2.63 Ac, 1.06 Ha",BOSS BRICKS,Delisted,EC,
42,SIA/BR/MIN/129802/2019,,"Rupauli (Khasra/Plot(s) No. 8119, 8118, 8196, 8098, 8112, 8084, 8313, 8314, 8272, 8273, 8274 & 1352) soil brick mining project.",M/S R.N.S. TRADERS ( SAMRAT ),Delisted,EC,
43,SIA/BR/MIN/130287/2019,,Brick Earth Mining Project for M/S Sun Bricks,BRICK EARTH MINING PROJECT FOR M/S SUN BRICKS,Delisted,EC,
44,SIA/BR/MIN/130293/2019,,Brick Earth Mining Project M/s. Vikash Int Udyog,M/S VIKASH INT UDYOG,Delisted,EC,
45,SIA/BR/MIN/30939/2015,SIA/1(a)/04/2015,STONE MINING PROJECT-NECL-B2,NAVAYUGA ENGINEERING COMPANY LTD,Delisted,EC,
46,SIA/BR/INFRA2/417613/2023,SIA/8(a)/2308/2023,Proposed Residential Building,RAJIV RANJAN,EC Granted,EC,
47,SIA/BR/MIN/60516/2016,SIA/1(a)/379/16,"Sand Mining Project at Sharwan Dumri on River Falgu, district Jehanabad, Bihar",BANSHIDHAR CONSTRUCTION PVT LTD,EC Granted,EC,
48,SIA/BR/MIN/60659/2016,SIA/1(a)/388/16,Sand Mining Project at Farahangpur Ghat on river Son,BROADSON COMODITIES PVT LTD,EC Granted,EC,
49,SIA/BR/MIN/141153/2020,,"Proposed Brick Earth Mining Project of Area 1.62 Hectare Or 4.00 Acre K Lal at  Mauza-  Padmaul,  P.S-  Mainatand,  Block-    Mainatand, District-West Champaran, State  -  Bihar",K LAL,Delisted,EC,
50,SIA/BR/MIS/66586/2021,SIA/7(g)/1875/2022,"Passenger Ropeway at  Pretshilla Hills, Gaya , Bihar",BIHAR STATE TOURISM DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,
51,SIA/BR/MIN/140949/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA RANNA AREA 12.34 AC,Delisted,EC,
52,SIA/BR/MIS/146832/2020,SIA/8(a)/993/2020,RD Heights,M/S R.D. ECO DEVELOPERS PVT. LTD,EC Granted,EC,
53,SIA/BR/IND1/416484/2023,SIA/3(a)/2299(EXP)/2023,Balmukund Concast Private Limited (Formerly Balmukund Concast Limited),BALMUKUND CONCAST LIMITED,EC Granted,EC,
54,SIA/BR/INFRA2/416809/2023,SIA/8(a)/2273/2023,"Proposed Residential Building “Aranya P.N.B. Residency” at Godhana, Patna                         Total Plot Area: 8737.04 Sqm. Total Built up Area: 42138.98 Sqm. (Existing= 18659.38 Sqm. + Proposed = 23479.6 Sqm.).",ARANYA ENGICON PRIVATE LIMITED,EC Granted,EC,
55,SIA/BR/MIN/35673/2019,,Sardahan Sand Ghat on Chilauni   RiverSardahan Sand Ghat on Chilauni   River,SUJEET KUMAR,Pending at PP due to eds,EC,
56,SIA/BR/MIN/33741/2019,,Pipra Balu Ghat,VINAY  KUMAR,Pending at PP due to eds,EC,
57,SIA/BR/MIN/60869/2016,SIA/1(a)/402/16,Sand Mining Project at LCT Rajapur Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,
58,SIA/BR/IND/25215/2018,SIA/3(a)/540/18,M/s Magadh Industries Pvt. Ltd.,MAGADH INDUSTRIES PVT LTD,EC Granted,EC,
59,SIA/BR/MIS/116429/2019,,"Proposed Residential Building “Geetanjali Vatika Green City Phase- 3” at Plot No.- 06, 30, Mauza - Ilahibagh, Thana- Gopalpur, District- Patna, Bihar",GEETANJALI VATIKA PRIVATE LIMITED,Delisted,EC,
60,SIA/BR/MIS/83570/2018,SIA/8(a)/602/18,"SAI ENCLAVE
(A Project of Sri Anuanand Construction Pvt Ltd)",SRI ANU ANAND CONSTRUCTION PVT. LTD,Awaiting EC,EC,
61,SIA/BR/MIS/203410/2021,,M/s Bailey Properties Pvt. Ltd & PS Group Realty Pvt. Ltd.,BAILEY PROPERTIES PVT LTD,Delisted,EC,
62,SIA/BR/MIN/63524/2017,SIA/1(a)/454/17,"Soil Mining Project at Village- Sadpur, PS- Sahebpur Kamal, Begusarai, Bihar",PUNJLLOYD LIMITED,EC Granted,EC,
63,SIA/BR/MIS/224624/2021,SIA/8(a)/1282/2021,"Proposed Residential Building “Kashyap Green City, Phase-2” by Kashyap Green Homes Pvt. Ltd.",KASHYAP GREEN CITY PHASE-2,EC Granted,EC,
64,SIA/BR/MIN/48526/2016,,"River Sand (Minor Mineral) Mining Project for Rivers , Manikpur,  in Bhagalpur District of Bihar",MS SAINIK FOOD PVT LTD,Delisted,EC,
65,SIA/BR/MIS/57883/2016,SIA/8(a)/333/2016,Majestic Construction & Developers Pvt. Ltd.,MAJESTIC CONSTRUCTION AND DEVELOPERS PVT LTD,EC Granted,EC,
66,SIA/BR/MIN/64347/2017,SIA/1(a)/487/17,Sand Mining Project at Madarpur & Dhamaniya Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
67,SIA/BR/MIN/64369/2017,SIA/1(a)/473/17,Sand Mining Project at Sikandarpur Sand Ghat on Dhadhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
68,SIA/BR/MIN/35331/2019,,"Report of Brick Earth Mining Project of Area 2.16 Acres or 0.87 Hectare for M/s India  Int Udyog at Village- Gobindpur, P.O- Datiyana, P.S + Block- Bikram, District- Patna, State-  Bihar.",INDIA INT UDYOG,Pending at PP due to eds,EC,
69,SIA/BR/MIN/134020/2019,,"Brick Earth Mining Project at Village- Anjani, P.O- Anjani, P.S- Parsa, District- Saran(Bihar)",M/S- S.K.S BRICKS,Delisted,EC,
70,SIA/BR/MIN/134382/2019,,"Brick Earth Mining Project at Village- Bhatandi, P.O- Bharwari, P.S– Rosera, District- Samastipur (Bihar",M/S- RAMAN INT UDYOG,Delisted,EC,
71,SIA/BR/MIN/41881/2019,,Proposed Sand Mining Project of area 5.0 ha at Madharapur Bholanath Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,
72,SIA/BR/MIN/59790/2016,SIA/1(a)/358/16,"KALAN RAMPUR OF GANGA RIVER TEHSILMUNGER, DISTRICT MUNGER, BIHAR
ML AREA 7.5 HA",NM FOOD PRODUCT PVT LTD,EC Granted,EC,
73,SIA/BR/MIN/59803/2016,,GAGACHOWK GHAT ON BADHUA RIVER,NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,
74,SIA/BR/MIN/59816/2016,SIA/1(a)/361/16,"SHARKARPUR OF GANGA RIVER TEHSIL MUNGER, DISTRICT MUNGER, BIHAR
ML AREA 13.6 HA",NM FOOD PRODUCT PVT LTD,EC Granted,EC,
75,SIA/BR/MIN/29949/2015,3405,Soil Mining project,SINGH AND COMPANY,Delisted,EC,
76,SIA/BR/MIN/31548/2015,SIA/1(a)/25/2015,Brick Clay Mining Project of M/s Shiva Marka Bricks,OTHERS,Delisted,EC,
77,SIA/BR/MIN/133871/2019,,"Bhelwa, P.S - Simraha (Khasra/Plot(s) No. 1067, 1154, 1264, 1265, 1266, 1273, 1316 & 1339) soil brick mining project.",M/S SRI LAXMI ENTERPRISES,Delisted,EC,
78,SIA/BR/MIN/61866/2017,SIA/1(a)/430/17,"Sand Mining Project at Tulsiyahi Ghat, on Tilawe river Village-Bhatauni, District- Saharsa, Bihar",CHANDAN KUMAR,EC Granted,EC,
79,SIA/BR/MIN/18871/2015,SIA/1(a)/505/17,"Rajauli (Block 4) Ordinary  Stone Mining Project Village: Rajauli, Tehsil-Nawada &  District-Nawada, State-Bihar",MESSERS KATYAYNI CONTRACTORS PVT LTD,EC Granted,EC,
80,SIA/BR/MIN/146717/2020,,"soil mining at Village- Gangajal Tola, Post- Sonpur, P.s.- Sonpur, District- Saran (Bihar).",M/S SINGLA CONSTRUCTION PVT. LTD,Delisted,EC,
81,SIA/BR/MIN/65387/2017,SIA/1(a)/514/17,Sand Mining Project at Maraha Sand Ghat on Buddh River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
83,SIA/BR/MIN/65394/2017,SIA/1(a)/515/17,Sand Mining Project at Chhanchh Sand Ghat on Mohana River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
84,SIA/BR/NCP/92135/2019,,Proposed Type A Staff Quarters on  plot No. B1 In Housing Development Gardanibagh at Patna,BUILDING CONSTRUCTION DEPARTMENT,Delisted,EC,
85,SIA/BR/MIN/60640/2016,SIA/1(a)/396/16,Sand Mining Project at Khangaon Bahiara Ghat,BROADSON COMODITIES PVT LTD,EC Granted,EC,
86,SIA/BR/MIN/41216/2019,SIA/1(a)/593/18,jaljoga Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
87,SIA/BR/MIS/86089/2018,SIA/8(a)/599/18,Dr A P J Abdul Kalam Science City,FLYING ELEPHANT STUDIO,EC Granted,EC,
88,SIA/BR/MIN/66120/2017,SIA/1(a)/581/18,Sand Mining Project at Kendih Sand Ghat on Kiul River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
89,SIA/BR/MIN/66184/2017,,Sand Mining Project at Simariya Sand Ghat on Barnar River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
90,SIA/BR/MIN/31041/2019,SIA/1(a)/624/19,"Sand mining project at Modahi ghat on Son river over an area of 24 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,
91,SIA/BR/MIN/132103/2019,,"Brick Earth Mining Project at Village- Daulatpur, P.O- Daulatpur, P.S- Khodabandpur, District- Begusarai (Bihar)",M/S- PRAMILA INT UDYOG,Delisted,EC,
92,SIA/BR/MIN/132309/2019,,"Brick Earth Mining Project of Area 4.50 Acres or 1.82 Hectare M/S OM Traders & Int Udyog at Mauza- Garurha, P.O- Narkatiyaganj, P.S – Shikarpur, Block- Narkatiyaganj, District- West Champaran, State -",M/S OM TRADERS & INT UDYOG,Delisted,EC,
94,SIA/BR/MIN/131323/2019,,"Makardahi M/S –Prince Bricks Earth Mining Project,Mauza-Makardahi,ThanaNo. 559,KhataNo.-9& 110,PlotNo.-418 & 419,For Production Capacity –7132.86TPA,Area 3.78Ac(1.53 Ha), P.S.+Circle Barauni,District­",M/S PRINCE BRICKS RAJESH KUMAR SINGH,Delisted,EC,
95,SIA/BR/MIN/31240/2015,SIA/1(a)/07/2015,Brick Clay Mining Project-Das Int Udyog-B2,DAS INT UDYOG,Delisted,EC,
96,SIA/BR/MIN/31839/2015,SIA/1(a)/53/2015,BolBam Int Udyog,SANJAY KUMAR,Delisted,EC,
97,SIA/BR/MIN/41334/2019,SIA/1(a)/558/18,Garsanda Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
98,SIA/BR/MIN/141689/2020,,"Proposed Brick Earth Mining Project of Area 3.64 Acres or 1.47 Hectare for M/S  R.V.I Bricks at Vill/ Mauza: Muni Ketsa, P.O- Muni Baikari, P.S- Piyar, Block- Bandra,   District-  Muzaffarpur, State -",M/S R.V.I BRICKS,Delisted,EC,
101,SIA/BR/MIN/138625/2020,,"LACHHMINIYA SAND GHAT (SAPTGANDHI RIVER), APPLICANT- MR. SUJEET KUMAR, AREA- 0.8 HA., VILLAGE- LACHHMINIYA, DISTRICT- SUPAUL (BIHAR)","MR. SUJEET KUMAR, DISTRICT- SUPAUL, BIHAR",Delisted,EC,
102,SIA/BR/MIN/140992/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA KAJIDUMRA AREA 12.34 AC,Delisted,EC,
103,SIA/BR/MIN/133250/2019,,"Report of Brick Earth Mining Project of Area 1.23 Hectare or 3.03 Acre M/s Maa Int Udyog at Vill/Mauza-Chhitauli, P.O-Laxmiganj, P.S + Block-Goreya Kothi, District-Siwan, State-Bihar.",M/S MAA INTUDYOG,Delisted,EC,
104,SIA/BR/MIN/140981/2020,,ORDINARY CLAY MINING PROJECT FOR MAUZA DHARAMPUR ROSERA SHIVAJI NAGAR SAMASTIPUR,BSCPL INFRASTRUCTURE LTD. MAUZA DHARAMPUR AREA 12.28 AC,Delisted,EC,
105,SIA/BR/MIN/149185/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA DIGHARI & HARDIYA AREA 12.35,Delisted,EC,
106,SIA/BR/MIN/71034/2017,SIA/1(a)/530/18,STONE MINING PROJECT AT BLOCK NO-28,SHRI RAVISHANKAR KUMAR DEOGHAR (JHARKHAND),Delisted,EC,
107,SIA/BR/MIN/18369/2015,SIA/1(a)/443/17,"Matokhar & Surdaspur Stone Mine, Block-5, Area- 5.26 ha village - Matokhar & Surdaspur",MS VIBHARAJ CONSTRUCTION PVT LTD,EC Granted,EC,
108,SIA/BR/NCP/86480/2018,,"PROPOSED RESIDENTIAL CUM COMMERCIAL BUILDING OF
“TIRUVANTPURAM CITY (A.G.)”",NESH INDIA INFRASTRUCTURE PVT LTD,Delisted,EC,
109,SIA/BR/MIS/105737/2019,,Sai Enclave (Residential Building project of Sri Anuanand Construction Pvt Ltd.),SRI ANU ANAND CONSTRUCTION PVT. LTD,Delisted,EC,
110,SIA/BR/MIN/66068/2017,SIA/1(a)/578/18,Sand Mining Project at Gausala Sand Ghat on Ulai River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
111,SIA/BR/MIN/130233/2019,,"Proposed Brick Earth Mining Project of Area 3.47 Acres or 1.40 Hectare for M/s Shiva Bricks at Vill- Maranchi, Mauza: Maranchi Bariyar, P.O: Maranchi, P.S: Maranchi, Block-Mokama, District-Patna, Stat",M/S SHIVABRICKS,Delisted,EC,
112,SIA/BR/MIN/31509/2019,SIA/1(a)/629/19,"Sand mining project at TV Senetorium ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,
113,SIA/BR/MIN/140279/2020,,"BRICK EARTH MINING PROJECT FOR MAUZA KHAJARI, SADAR, DARBHANGA, AREA 3.01 Ac 1.22 Ha",M/S KRISHNA ENTERPRISES PROP KRISHNA KANHAIYA,Delisted,EC,
114,SIA/BR/IND/50832/2020,,Balmukund Concast Pvt. Ltd. (BCPL),BALMUKUND CONCAST LIMITED,Delisted,EC,
115,SIA/BR/MIN/139144/2020,,"Brick Earth Mining Project at Mauza- Kormathu, P.O- Kormathu, P.S- Men, Anchal-Belaganj, District- Gaya(Bihar)",M/S- S.K.V BRICKS,Delisted,EC,
116,SIA/BR/MIN/30999/2019,SIA/1(a)/586/18,westlinkghats@gmail.com,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
117,SIA/BR/MIN/31556/2019,SIA/1(a)/641/19,"Sand mining project on Ramnagar Karari Kachhar ghat on Ganga river over an area of 23.5 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,Referred Back to SEAC(A),EC,
118,SIA/BR/MIN/140069/2020,,Kalyanpur (Khasra/Plot(s) No. 121 & 98) soil brick mining project.,M/S BABA BAIDNATH BRICKS,Delisted,EC,
119,SIA/BR/MIN/144334/2020,,"Brick Earth Mining Project at Mauza- Konar, P.O- Garatol, P.S- Phulparas, District- Madhubani (Bihar)",M/S- CHANDAN INT UDYOG,Delisted,EC,
120,SIA/BR/MIN/52552/2020,,Jamui Kiul 2 balu ghat sand mining project,M/S SHEKHAR KUMAR SINGH.,Delisted,EC,
121,SIA/BR/MIN/138886/2020,,"Brick Earth Mining Project at Village- Badauan, P.O- Dumri, P.S+Anchal- Fatehpur, District- Gaya(Bihar)",M/S- S.M.C EET UDYOG,Delisted,EC,
124,SIA/BR/MIN/134917/2020,,"Proposed Brick Earth Mining Project of Area 4.06 Acres or 1.64 Hectare for M/s Pihu Bricks at Mauza + P.O- Chaura, P.S: Daniawan, Block- Khushurupur, District- Patna, State- Bihar.",M/S PIHU BRICKS,Delisted,EC,
125,SIA/BR/MIN/30967/2019,SIA/1(a)/616/19,Dinari Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
126,SIA/BR/MIN/59837/2016,,Balu/Sand Mining at Choti Khoru of Mahani river Tehsil Tetiha Bambor District Munger Bihar Leasr Area 2.8 ha,NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,
127,SIA/BR/MIN/135895/2020,,"BRICK EARTH MINING PROJECT FOR M/S. GOLD INT UDYOG MAUZA BHAGAWATIPUR, BARAULI, GOPALGANJ, AREA 2.70 Ac, 1.09 Ha","M/S. GOLD INT UDYOG, PROP-FAJAL AHMAD",Delisted,EC,
128,SIA/BR/MIS/137282/2020,SIA/8(a)/988/2020,SILVER OAK (Project of M/s JG Construction),JG CONSTRUCTION (UNIT OF MV REALCON PVT. LTD.),EC Granted,EC,
131,SIA/BR/MIN/34391/2019,,Pakri Dayal Balu Ghat on Burhi Gandak River.,VINAY  KUMAR,Pending at PP due to eds,EC,
132,SIA/BR/MIN/136109/2020,,"BRICK EARTH MINING PROJECT FOR M/S A.M.A BRICKS MAUZA CHARKHI, KORHA, KATIHAR, AREA- 2.30 Ac, 0.93 Ha",M/S A. M. A. BRICKS PROP ANWARUL HAQUE,Delisted,EC,
133,SIA/BR/MIN/148897/2020,,"Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre M/S N.H.L  Bricks  at  Vill-  Purainiya,  Block-  Mainatand,  P.O-  Pirari,  P.S-  Mainatand,  District-West  Champaran, State - B",N.H.L BRICKS,Delisted,EC,
134,SIA/BR/MIN/138391/2020,,"BRICK MINING PROJECT FOR MAUZA MANDACHH, TELHARA, EKANGARSARAI, DISTRICT- NALANDA, AREA 3.33 Ac, 1.34 Ha",M/S SHUBHAM INT UDYOG PROP RAVI RANJAN KUMAR NIRALA,Delisted,EC,
135,SIA/BR/IND/19030/2016,SIA/3(a)/220/16,Balmukund Concast Ltd (Expansion Project),BALMUKUND CONCAST LIMITED,EC Granted,EC,
136,SIA/BR/MIN/31242/2015,3502,BRICK CLAY MINING PROJECT-PRINCE BRICKS-B2,SHIVAM BRICKS,Delisted,EC,
137,SIA/BR/MIN/60619/2016,SIA/1(a)/372/16,"Proposed Sand Mining Project of Area 15 Ha at Nayagaon Rajapur Ghat on Ganga
River of District- Saran of State- Bihar",BROADSON COMODITIES PVT LTD,Delisted,EC,
138,SIA/BR/MIN/34531/2019,,Proposed Sand Mining Project of  area  4.80  ha at  Chak  Ghat on  Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,
139,SIA/BR/MIN/17923/2016,SIA/1(a)/441/17,Shanti nagar ghat sand mining project,WESTLINK TRADING PVT LTD,EC Granted,EC,
140,SIA/BR/MIN/154309/2020,,Brick Clay Mining,M/S BSCPL INFRASTRUCTURE LTD.,Delisted,EC,
