,Proposal Number,Project Name,Project Sector,Date of Submission,Submitted by Proponent,Query for Shortcoming(if any) by SEIAA,Resubmission of Proposal by Proponent 1,Accepted by SEIAA and forwarded to SEAC,Query for Shortcoming(if any) by SEAC,Resubmission of Proposal by Proponent 2,Accepted by SEAC,Forwarded to SEIAA for EC,EC Letter Uploaded On/EC Granted,Link
277,SIA/BR/MIN/132658/2019,"Antaur M/S BHARAT INT UDYOG project, for   Production Capacity 4848.48 TPA, Mine Area, 2.57 Ac 1.04 Ha, Mauza – Antaur (Shahdullahpur), Thana No.- 156, Khata No. 270, 335, 349, 98 & 750. Plot No. 2501",Non-Coal Mining,20 Dec 2019,20/12/2019,25/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/132658/2019&type=EC&ID=83679
278,SIA/BR/MIS/155013/2020,Lakshmi height,INFRA-2,04 Jun 2020,01/06/2020,03/06/2020,03/06/2020,04/06/2020,04/06/2020,04/06/2020,04/06/2020,21/10/2020,01/01/1900,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/155013/2020&type=EC&ID=108269
279,SIA/BR/MIS/265417/2022,"Proposed Expansion of “Bihar Animal Sciences University” at Patna, Bihar",INFRA-2,04 Apr 2022,04/04/2022,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/265417/2022&type=EC&ID=201507
280,SIA/BR/MIN/30945/2019,Nariyana Chacho Sand Ghat,Non-Coal Mining,31 Aug 2019,31/08/2019,29/08/2019,31/08/2019,06/09/2019,,,06/09/2019,17/10/2019,24/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/30945/2019&type=EC&ID=62694
281,SIA/BR/MIN/148886/2020,"Brick Earth Village- Sabalpur, P.O- Sonpur, P.S- Sonpur, District- Saran(Bihar)",Non-Coal Mining,14 Mar 2020,14/03/2020,29/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/148886/2020&type=EC&ID=98601
282,SIA/BR/MIN/143930/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,25 Feb 2020,25/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/143930/2020&type=EC&ID=91486
283,SIA/BR/MIN/143943/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,25 Feb 2020,25/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/143943/2020&type=EC&ID=91491
284,SIA/BR/MIN/135627/2020,"Brick Earth Mining Project at Village- Rasalpur, P.O- Manpur, P.S- Mufassil, District- Gaya(Bihar)",Non-Coal Mining,08 Jan 2020,08/01/2020,23/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/135627/2020&type=EC&ID=84402
285,SIA/BR/MIN/154271/2020,Brick Clay Mining,Non-Coal Mining,25 May 2020,25/05/2020,24/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/154271/2020&type=EC&ID=106050
286,SIA/BR/MIN/145862/2020,BRICK EARHT MINING PROJECT FOR M/S B SWASTICK K BRICKS MAUZA MANIKNAGAR PRANPUR KATIHAR AREA 2.99 Ac,Non-Coal Mining,28 Feb 2020,28/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/145862/2020&type=EC&ID=91900
287,SIA/BR/MIN/146352/2020,"Proposed Brick Earth Mining Project of Area  1.21 Hectare Or 3.0  Acre  M/S  RADHA BRICKS  at Mauza- Bidhipur, P.S- Bakhtiyarpur, Block- Bakhtiyarpur    , District-  Patna, State - Bihar",Non-Coal Mining,29 Feb 2020,29/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/146352/2020&type=EC&ID=94984
288,SIA/BR/MIN/147005/2020,BRICK EARTH MINING PROJECT FOR M/S JIO BRICKS,Non-Coal Mining,04 Mar 2020,04/03/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/147005/2020&type=EC&ID=95134
289,SIA/BR/MIN/33417/2019,Hamzapur  Sand Ghat on Ganga River,Non-Coal Mining,21 Mar 2019,21/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33417/2019&type=EC&ID=54138
290,SIA/BR/MIN/144846/2020,BRICK EARTH MINING PROJECT FOR M/S JAY BRICKS WORKS MAUZA JAGARNATHPUR HATHAURI BOCHAHAN MUZAFFARPUR AREA 2.83 Ac,Non-Coal Mining,22 Feb 2020,22/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/144846/2020&type=EC&ID=91703
291,SIA/BR/MIS/123681/2019,CRESCENT (Residential Building Project of Nutan Construction),INFRA-2,05 Dec 2019,31/10/2019,07/11/2019,05/12/2019,20/01/2020,,,20/01/2020,08/01/2021,05/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/123681/2019&type=EC&ID=70400
292,SIA/BR/MIN/162288/2020,BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT III MAUZA PASHURAMPUR PARASI KALER ARWAL AREA 2.72 Ac 1.10 Ha,Non-Coal Mining,06 Aug 2020,06/08/2020,17/08/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/162288/2020&type=EC&ID=115838
293,SIA/BR/MIN/144772/2020,m/s ss eat udyog,Non-Coal Mining,22 Feb 2020,22/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/144772/2020&type=EC&ID=91685
294,SIA/BR/MIS/50259/2019,"Gardanibagh Housing Development Project (Officer’s Enclave Plot C, Type-A Quarters Plot B1, Type-B Quarters Plot No. D, Type-B Quarters Plot No. H and Type-B Quarters Plot No. O ) Gardanibagha at  Pat",INFRA-2,15 Feb 2020,28/01/2020,14/02/2020,15/02/2020,17/02/2020,,,17/02/2020,13/03/2020,22/04/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/50259/2019&type=EC&ID=86329
295,SIA/BR/MIN/33645/2019,Manjura Sand Ghat on Mahani River,Non-Coal Mining,27 Mar 2019,27/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33645/2019&type=EC&ID=54251
296,SIA/BR/MIN/33644/2019,Khapra Sand Ghat on Mahani River,Non-Coal Mining,27 Mar 2019,27/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33644/2019&type=EC&ID=54250
297,SIA/BR/MIS/203410/2021,M/s Bailey Properties Pvt. Ltd & PS Group Realty Pvt. Ltd.,INFRA-2,13 Mar 2021,13/03/2021,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/203410/2021&type=EC&ID=173619
298,SIA/BR/MIS/290795/2022,Proposed Expansion of Residential Building “H2O City”,INFRA-2,29 Aug 2022,29/08/2022,,,31/08/2022,,,31/08/2022,,26/09/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/290795/2022&type=EC&ID=210648
299,SIA/BR/MIS/106801/2019,Proposed Samaharnalaya Bhawan Complex,INFRA-2,26 Aug 2019,26/08/2019,26/08/2019,26/08/2019,26/08/2019,,,27/08/2019,10/12/2019,19/02/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/106801/2019&type=EC&ID=56172
300,SIA/BR/MIN/30932/2019,"Khairi Sand Ghat Mining Project of Area 21.0 ha of Lakhisarai District, Bihar on Kiul River",Non-Coal Mining,29 Oct 2019,29/10/2019,24/10/2019,29/10/2019,11/11/2019,,,13/11/2019,10/12/2019,27/04/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/30932/2019&type=EC&ID=63196
301,SIA/BR/IND/50832/2020,Balmukund Concast Pvt. Ltd. (BCPL),Industrial Projects - 1,12 May 2022,12/05/2022,24/06/2022,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/IND/50832/2020&type=EC&ID=199177
302,SIA/BR/MIN/146893/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,23 Jun 2020,23/06/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/146893/2020&type=EC&ID=95108
303,SIA/BR/MIN/147851/2020,SOIL BRICK MINE,Non-Coal Mining,13 Mar 2020,13/03/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/147851/2020&type=EC&ID=95338
304,SIA/BR/MIN/136737/2020,M/S ANAND BRICKS,Non-Coal Mining,14 Jan 2020,14/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/136737/2020&type=EC&ID=85695
305,SIA/BR/MIN/137012/2020,"Brick Earth Mining Project at Village- Ramnagar, P.O- Ghogha, P.S- Sabour, District- Bhagalpur (Bihar)",Non-Coal Mining,22 Jan 2020,22/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/137012/2020&type=EC&ID=85773
306,SIA/BR/MIN/30999/2019,westlinkghats@gmail.com,Non-Coal Mining,31 Aug 2019,31/08/2019,29/08/2019,31/08/2019,06/09/2019,,,06/09/2019,17/10/2019,24/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/30999/2019&type=EC&ID=62697
307,SIA/BR/MIN/34115/2019,Sheikhpura stone mines,Non-Coal Mining,06 Sep 2020,06/09/2020,,,17/09/2020,,,17/09/2020,21/10/2020,04/02/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/34115/2019&type=EC&ID=126757
308,SIA/BR/MIN/162925/2020,Brick Kiln Soil Mining Project,Non-Coal Mining,14 Jul 2020,14/07/2020,31/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/162925/2020&type=EC&ID=115997
309,SIA/BR/MIN/138131/2020,"Brick Earth Mining Project of Area 4.37 Acres or 1.77 Hectare for M/s Jai Int Udyog at Mauza- Sondipi, Kakanchaur, P.O- Dighi, P.S + Block- Laxmipur, District- Jamui, State- Bihar",Non-Coal Mining,22 Jan 2020,22/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/138131/2020&type=EC&ID=86030
310,SIA/BR/MIN/138391/2020,"BRICK MINING PROJECT FOR MAUZA MANDACHH, TELHARA, EKANGARSARAI, DISTRICT- NALANDA, AREA 3.33 Ac, 1.34 Ha",Non-Coal Mining,23 Jan 2020,23/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/138391/2020&type=EC&ID=86081
311,SIA/BR/MIS/256376/2022,BD Crystal (Project of M/s Ashtha Homes Pvt. Ltd.),INFRA-2,08 Mar 2022,22/02/2022,24/02/2022,08/03/2022,10/03/2022,,,21/03/2022,25/04/2022,06/05/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/256376/2022&type=EC&ID=199125
312,SIA/BR/MIN/140793/2020,"BRICK EARTH MINING PROJECT FOR MAUZA BARARI HARKESH, UCHAKAGAON, GOPALGANJ, AREA 4.00 Ac, 1.62 Ha",Non-Coal Mining,05 Feb 2020,05/02/2020,07/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/140793/2020&type=EC&ID=86740
313,SIA/BR/MIN/134167/2019,"Jirwa M/S. DURGA INT UDYOG  Earth Mining Project, Thana No-207, Khata No. 2009, 2496 &  1386. Plot No. 12019, 11452, 12062, & 12052 Area 1.47 HA (3.65Ac) For production capacity 6853.14  TPA, .Mauza- ",Non-Coal Mining,31 Oct 2020,30/12/2019,24/11/2020,31/10/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/134167/2019&type=EC&ID=84016
314,SIA/BR/MIN/134615/2020,"Brick Earth Mining Project at Village- Baijnathpur, P.O- Chandwar, P.S- Aurai, District- Muzaffarpur (Bihar)",Non-Coal Mining,04 Jan 2020,04/01/2020,24/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/134615/2020&type=EC&ID=84138
315,SIA/BR/MIN/167383/2020,BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT I MAUZA HASANPUR PIPRA ARWAL AREA 2.54 Ac,Non-Coal Mining,10 Aug 2020,10/08/2020,17/08/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/167383/2020&type=EC&ID=121984
316,SIA/BR/MIN/33741/2019,Pipra Balu Ghat,Non-Coal Mining,27 Mar 2019,27/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33741/2019&type=EC&ID=54307
317,SIA/BR/MIS/53022/2019,"Redevelopment of  Patna Medical College & Hospital (PMCH)  Patna, Bihar",INFRA-2,01 Jul 2020,02/05/2020,01/06/2020,01/07/2020,02/07/2020,,,06/07/2020,18/08/2020,27/09/2021,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/53022/2019&type=EC&ID=104561
318,SIA/BR/MIN/41216/2019,jaljoga Sand Ghat,Non-Coal Mining,05 Sep 2019,05/09/2019,,,06/09/2019,,,06/09/2019,17/10/2019,24/10/2019,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/41216/2019&type=EC&ID=61487
319,SIA/BR/MIN/41879/2019,Proposed Sand Mining Project of area 5.0 ha at Naokothi Ghat on  Gandak River of District- Begusarai of State- Bihar,Non-Coal Mining,28 Aug 2019,28/08/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/41879/2019&type=EC&ID=62918
320,SIA/BR/MIN/31424/2019,"Sand mining project at Fatehpur ghat -1 in district Sahar, Bhojpur, Bihar",Non-Coal Mining,07 Dec 2019,07/12/2019,,,17/02/2020,,,17/02/2020,13/03/2020,22/04/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/31424/2019&type=EC&ID=79073
321,SIA/BR/MIN/129814/2019,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Radha Bricks at Vill: Sukumarpur, P.O- Jafrabad, P.S- Raghopur, District- Vaishali, State- Bihar",Non-Coal Mining,05 Dec 2019,05/12/2019,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/129814/2019&type=EC&ID=78957
322,SIA/BR/MIN/131978/2019,Proposed Brick Earth Mining,Non-Coal Mining,18 Dec 2019,18/12/2019,27/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/131978/2019&type=EC&ID=80520
323,SIA/BR/IND/53470/2020,Smrity Paper Mill Private Limited,Industrial Projects - 1,16 Jan 2022,16/01/2022,,,19/01/2022,,,19/01/2022,07/02/2022,03/03/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/IND/53470/2020&type=EC&ID=197902
324,SIA/BR/MIN/132625/2019,Proposed Brick Earth Mining,Non-Coal Mining,20 Dec 2019,20/12/2019,27/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/132625/2019&type=EC&ID=83669
325,SIA/BR/MIN/153195/2020,"Brick Clay Mining Mauza/ Village- Madardih, P.O- Wajirganj, P.S- Wajirganj , District- Gaya (Bihar).",Non-Coal Mining,13 May 2020,13/05/2020,24/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/153195/2020&type=EC&ID=104752
326,SIA/BR/MIN/200052/2021,M/s N.K. Int Udyog,Non-Coal Mining,25 Feb 2021,25/02/2021,01/03/2021,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/200052/2021&type=EC&ID=166811
327,SIA/BR/MIN/132362/2019,"M/s. INDIA BRICKS Project, For Production Capacity – 4495.5 cum (or 6293.7 TPA), Area-1.35Ha  (3.34 Ac), Thana No.- 139, Khata No. 120 & 121. Plot No. 143, 158, 896 & 723. P.S. + Circle - Naubatpur, D",Non-Coal Mining,19 Dec 2019,19/12/2019,27/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/132362/2019&type=EC&ID=82604
328,SIA/BR/MIN/149105/2020,"Brick Earth Village- Mishrawaliya, P.O- Kamarpur, P.S– Mufsil Buxar, District- Buxar (Bihar)",Non-Coal Mining,16 Mar 2020,16/03/2020,29/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/149105/2020&type=EC&ID=99641
329,SIA/BR/MIN/147342/2020,"Soil Mining Project at Village- Nauranga Jalalpur, Post- Jalalpur, P.S-Maranchi, District- Patna(Bihar)",Non-Coal Mining,05 Mar 2020,05/03/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/147342/2020&type=EC&ID=95222
330,SIA/BR/MIN/32551/2019,Sand mining project at Baidrabad ghat on Son river over an area of 24.8 ha in district Arwal in Bihar,Non-Coal Mining,13 Mar 2020,13/03/2020,,,30/04/2020,,,04/05/2020,03/06/2020,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/32551/2019&type=EC&ID=98553
331,SIA/BR/MIN/34525/2019,Belwa Balu Ghat on Baghmati River,Non-Coal Mining,10 Apr 2019,10/04/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/34525/2019&type=EC&ID=54680
332,SIA/BR/MIN/136832/2020,M/S S R CHIMNEY UDYOG,Non-Coal Mining,25 Jan 2020,25/01/2020,07/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/136832/2020&type=EC&ID=85730
333,SIA/BR/MIN/136820/2020,"BRICK EARTH MINING PROJECT FOR M/S. A X BRICKS, MAUZA- BRINDAVAN, THAWE, DISTRICT- GOPALGANJ, AREA- 3.42 Ac, 1.38 Ha",Non-Coal Mining,14 Jan 2020,14/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/136820/2020&type=EC&ID=85724
334,SIA/BR/MIN/146906/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,23 Jun 2020,23/06/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/146906/2020&type=EC&ID=95113
335,SIA/BR/MIN/146717/2020,"soil mining at Village- Gangajal Tola, Post- Sonpur, P.s.- Sonpur, District- Saran (Bihar).",Non-Coal Mining,03 Mar 2020,03/03/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/146717/2020&type=EC&ID=95062
336,SIA/BR/MIN/167200/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA RAHIYAR KAUNCHI,Non-Coal Mining,29 Aug 2020,29/08/2020,07/09/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/167200/2020&type=EC&ID=121936
337,SIA/BR/MIS/169085/2020,"Passenger Ropeway at  Dungeshwari, Bodhgaya District. Gaya, Bihar.",INFRA-2,25 Jan 2021,08/09/2020,18/09/2020,25/01/2021,09/03/2021,,,10/03/2021,25/04/2022,13/05/2022,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/169085/2020&type=EC&ID=124360
338,SIA/BR/MIN/140949/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,02 Jul 2020,08/02/2020,30/07/2020,02/07/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/140949/2020&type=EC&ID=86776
339,SIA/BR/MIN/31513/2019,"Sand mining project at Bindaul ghat on Son river over an area of 24.8 ha in district Patna, Bihar",Non-Coal Mining,14 Feb 2020,06/02/2020,12/02/2020,14/02/2020,17/02/2020,,,17/02/2020,13/03/2020,22/04/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/31513/2019&type=EC&ID=86816
340,SIA/BR/MIN/143885/2020,BRICK EARTH MINING PROJECT M/S BHARAT EET UDYOG MAUZA RAMPUR SAIDPUR RUNNI RUNNI SAIDPUR SITAMARHI AREA 2.52,Non-Coal Mining,19 Feb 2020,19/02/2020,19/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/143885/2020&type=EC&ID=91473
341,SIA/BR/MIN/143912/2020,"Brick Earth Mining Project at Village- Chehal Mudera, P.O- Ghareya, P.S- Atri, District- Gaya(Bihar)",Non-Coal Mining,18 Feb 2020,18/02/2020,19/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/143912/2020&type=EC&ID=91482
342,SIA/BR/MIN/141164/2020,"Brick Earth Mining Project at Mauza- Nabani, P.O- Nabani, P.S- Jhanjharpur, District- Madhubani (Bihar)",Non-Coal Mining,06 Feb 2020,06/02/2020,07/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/141164/2020&type=EC&ID=86835
343,SIA/BR/MIN/49347/2020,,Non-Coal Mining,27 Jul 2022,27/07/2022,,,11/08/2022,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/49347/2020&type=EC&ID=209409
344,SIA/BR/MIS/115168/2019,"SHRI RAM JANAKI MEDICAL COLLEGE & HOSPITAL AT SAMASTIPUR,  (BIHAR)",INFRA-2,06 Sep 2019,06/09/2019,06/09/2019,06/09/2019,06/09/2019,,,06/09/2019,17/10/2019,23/07/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/115168/2019&type=EC&ID=62641
345,SIA/BR/MIN/143960/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,Non-Coal Mining,25 Feb 2020,25/02/2020,30/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/143960/2020&type=EC&ID=91496
346,SIA/BR/MIN/162276/2020,BRICK EARTH MINING PROJECT FOR M/S KRANTI BRICKS MAUZA KUSRE KARPI ARWAL AREA 2.43 Ac 0.98 Ha,Non-Coal Mining,05 Aug 2020,05/08/2020,17/08/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/162276/2020&type=EC&ID=115832
347,SIA/BR/MIN/132402/2019,M/s Manoj Bricks,Non-Coal Mining,19 Dec 2019,19/12/2019,27/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/132402/2019&type=EC&ID=82616
348,SIA/BR/MIN/132230/2019,"M/S INDIA  BRICKS, For Production Capacity -5034.96 TPA, Area-1.08ha (2.68Ac), Thana no-127, Khata no-64,66,72,88&94. Plot no.-238 ,242 , 243 ,244 ,254 ,199 ,198 ,218 ,217 , 178 ,206&208. Rupaspur, P.",Non-Coal Mining,20 Dec 2019,20/12/2019,27/01/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/132230/2019&type=EC&ID=82572
349,SIA/BR/MIN/137379/2020,"Brick Earth Mining Project of Area 4.37 Acres or 1.77 Hectare for M/s RCM Bricks at Vill/Mauza- Matior, P.S- Patauri, Block- Mohanpur, District- Samastipur State - Bihar",Non-Coal Mining,17 Jan 2020,17/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/137379/2020&type=EC&ID=85826
350,SIA/BR/MIN/136524/2020,"BRICK EARTH MINING PROJECT FOR M/S AMAN BRICKS MAZUA GORGAON KORHA KATIHAR AREA 2.33 Ac, 0.94 Ha",Non-Coal Mining,11 Jan 2020,11/01/2020,06/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/136524/2020&type=EC&ID=85640
351,SIA/BR/MIN/35049/2019,"Brick Earth Mining Project of Area 3.22 Acres or 1.30 Hectare for M/s Maa  Tara Int Udyog at Mauza + P.O- Dobhwan, P.S + Block- Pandarakh, District- Patna, State-  Bihar",Non-Coal Mining,20 Apr 2019,20/04/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/35049/2019&type=EC&ID=54986
352,SIA/BR/MIS/175928/2020,Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS,INFRA-2,01 Oct 2020,01/10/2020,,,15/10/2020,,,28/10/2020,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/175928/2020&type=EC&ID=134163
353,SIA/BR/MIN/139756/2020,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUTURE LTD. MAUZA DIGHARI MANSI CHAUTHAM KHAGARIA,Non-Coal Mining,30 Jan 2020,30/01/2020,07/02/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/139756/2020&type=EC&ID=86461
354,SIA/BR/MIN/154091/2020,Brick Clay Mining for M/s M.G Contractors Pvt. Ltd,Non-Coal Mining,23 May 2020,23/05/2020,24/07/2020,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/154091/2020&type=EC&ID=105988
355,SIA/BR/MIN/33568/2019,Danrihar Sand Ghat on Bagra River,Non-Coal Mining,24 Mar 2019,24/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33568/2019&type=EC&ID=54208
356,SIA/BR/MIN/33778/2019,Proposed Sand Mining Project of Area 4.82 Ha at Ahirauli Ghat on Ganga River of District-Buxar of State-Bihar,Non-Coal Mining,27 Mar 2019,27/03/2019,,,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIN/33778/2019&type=EC&ID=54331
357,SIA/BR/MIS/168496/2020,Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS,INFRA-2,29 Sep 2020,19/08/2020,25/08/2020,29/09/2020,,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/168496/2020&type=EC&ID=124220
358,SIA/BR/IND/25215/2018,M/s Magadh Industries Pvt. Ltd.,Industrial Projects - 1,21 Oct 2019,21/10/2019,18/10/2019,21/10/2019,14/11/2019,,,14/11/2019,10/12/2019,05/05/2020,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/IND/25215/2018&type=EC&ID=65024
359,SIA/BR/MIS/269976/2022,“Medical & Allied Sciences Campus” (KK Medical College & Hospital) A Unit of Samajik Kalyan Sanstha,INFRA-2,28 Apr 2022,28/04/2022,,,09/05/2022,,,,,,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/BR/MIS/269976/2022&type=EC&ID=202624
